book,book_abbr,chapter,chapter_abbr,character,word_count
Winter's Heart,WH,Ch12: A Lily in Winter,12,Min Farshaw,2706
Winter's Heart,WH,Ch12: A Lily in Winter,12,Elayne Trakand,343
Winter's Heart,WH,Ch13: Wonderful News,13,Cadsuane Melaidhrin,4589
Winter's Heart,WH,Ch13: Wonderful News,13,Demandred,2238
Winter's Heart,WH,Ch14: What a Veil Hides,14,Tuon Athaem Kore Paendrag,3630
Winter's Heart,WH,Ch15: In Need of a Bellfounder,15,Matrim Cauthon,4409
Winter's Heart,WH,Ch16: An Unexpected Encounter,16,Matrim Cauthon,5996
Winter's Heart,WH,Ch17: Pink Ribbons,17,Matrim Cauthon,6313
Winter's Heart,WH,Ch18: An Offer,18,Matrim Cauthon,5968
Winter's Heart,WH,Ch19: Three Women,19,Matrim Cauthon,6074
Winter's Heart,WH,Ch20: Questions of Treason,20,Bethamin Zeami,4950
Winter's Heart,WH,Ch21: A Matter of Property,21,Egeanin Tamarath,4622
Winter's Heart,WH,Ch22: Out of Thin Air,22,Rand al'Thor,3433
Winter's Heart,WH,Ch22: Out of Thin Air,22,Raefar Kisman,771
Winter's Heart,WH,Ch22: Out of Thin Air,22,Rand al'Thor,1789
Winter's Heart,WH,Ch22: Out of Thin Air,22,Slayer,705
Winter's Heart,WH,Ch23: To Lose the Sun,23,Shalon din Togara Morning Tide,6617
Winter's Heart,WH,Ch24: Among the Counsels,24,Shalon din Togara Morning Tide,4734
Winter's Heart,WH,Ch25: Bonds,25,Rand al'Thor,4618
Winter's Heart,WH,Ch25: Bonds,25,Verin Mathwin,1116
Winter's Heart,WH,Ch26: Expectation,26,Elayne Trakand,6314
Winter's Heart,WH,Ch27: To Surprise Queens and Kings,27,Elayne Trakand,7222
Winter's Heart,WH,Ch28: News in a Cloth Sack,28,Matrim Cauthon,6734
Winter's Heart,WH,Ch29: Another Plan,29,Matrim Cauthon,6136
Winter's Heart,WH,"Ch30: Cold, Fat Raindrops",30,Matrim Cauthon,3726
Winter's Heart,WH,Ch31: What the Aelfinn Said,31,Matrim Cauthon,5102
Winter's Heart,WH,Ch32: A Portion of Wisdom,32,Rand al'Thor,5309
Winter's Heart,WH,Ch33: Blue Carp Street,33,Min Farshaw,1411
Winter's Heart,WH,Ch33: Blue Carp Street,33,Rand al'Thor,3359
Winter's Heart,WH,Ch34: The Hummingbird's Secret,34,Nynaeve al'Meara,1189
Winter's Heart,WH,Ch34: The Hummingbird's Secret,34,Rand al'Thor,621
Winter's Heart,WH,Ch34: The Hummingbird's Secret,34,Cadsuane Melaidhrin,1685
Winter's Heart,WH,Ch35: With the,35,Rand al'Thor,3924
Winter's Heart,WH,Ch35: With the,35,Elza Penfell,584
Winter's Heart,WH,Ch35: With the,35,Barmellin,277
Winter's Heart,WH,Ch35: With the,35,Timna,186
Winter's Heart,WH,Ch35: With the,35,Cyndane,305
Winter's Heart,WH,Ch35: With the,35,Cadsuane Melaidhrin,368
Winter's Heart,WH,Ch35: With the,35,Rand al'Thor,141
Winter's Heart,WH,Ch35: With the,35,Demandred,749
Winter's Heart,WH,Ch35: With the,35,Cyndane,119
Winter's Heart,WH,Ch35: With the,35,Osan'gar,396
Winter's Heart,WH,Ch35: With the,35,Verin Mathwin,225
Winter's Heart,WH,Ch35: With the,35,Eben Hopwil,474
Winter's Heart,WH,Ch35: With the,35,Cyndane,398
Winter's Heart,WH,Ch35: With the,35,Moghedien,305
Winter's Heart,WH,Ch35: With the,35,Rand al'Thor,120
Winter's Heart,WH,Ch35: With the,35,Cadsuane Melaidhrin,627
Winter's Heart,WH,Ch35: With the,35,Osan'gar,236
Winter's Heart,WH,Ch35: With the,35,Elza Penfell,217
Winter's Heart,WH,Ch35: With the,35,Moghedien,342
Winter's Heart,WH,Ch35: With the,35,Cadsuane Melaidhrin,620
Winter's Heart,WH,Ch35: With the,35,Narrator,48
Crossroads of Twilight,COT,Prologue: Glimmers of the Pattern,Prologue,Quote,80
Crossroads of Twilight,COT,Prologue: Glimmers of the Pattern,Prologue,Rodel Ituralde,4927
Crossroads of Twilight,COT,Prologue: Glimmers of the Pattern,Prologue,Eamon Valda,1644
Crossroads of Twilight,COT,Prologue: Glimmers of the Pattern,Prologue,Gabrelle,2873
Crossroads of Twilight,COT,Prologue: Glimmers of the Pattern,Prologue,Yukiri,6188
Crossroads of Twilight,COT,Prologue: Glimmers of the Pattern,Prologue,Gawyn Trakand,3014
Crossroads of Twilight,COT,Prologue: Glimmers of the Pattern,Prologue,Davram Bashere,4320
Crossroads of Twilight,COT,Prologue: Glimmers of the Pattern,Prologue,Samitsu,9655
Crossroads of Twilight,COT,Ch1: Time to Be Gone,1,Matrim Cauthon,7864
Crossroads of Twilight,COT,Ch2: Two Captains,2,Matrim Cauthon,5996
Crossroads of Twilight,COT,Ch3: A Fan of Colors,3,Matrim Cauthon,9834
Crossroads of Twilight,COT,Ch4: A Tale of a Doll,4,Furyk Karede,5721
Crossroads of Twilight,COT,Ch5: The Forging of a Hammer,5,Perrin Aybara,8846
Crossroads of Twilight,COT,Ch6: The Scent of a Dream,6,Perrin Aybara,5625
Crossroads of Twilight,COT,Ch7: Blacksmith's Puzzle,7,Perrin Aybara,5957
Crossroads of Twilight,COT,Ch8: Whirlpools of Color,8,Perrin Aybara,7690
Crossroads of Twilight,COT,Ch9: Traps,9,Faile Bashere,11636
Crossroads of Twilight,COT,Ch10: A Blazing Beacon,10,Elayne Trakand,7019
Crossroads of Twilight,COT,Ch11: Talk of Debts,11,Elayne Trakand,6885
Crossroads of Twilight,COT,Ch12: A Bargain,12,Elayne Trakand,6643
Crossroads of Twilight,COT,Ch13: High Seats,13,Elayne Trakand,6782
Crossroads of Twilight,COT,Ch14: What Wise Ones Know,14,Elayne Trakand,8858
Crossroads of Twilight,COT,Ch15: Gathering Darkness,15,Elenia Sarand,6642
Crossroads of Twilight,COT,Ch15: Gathering Darkness,15,Daved Hanlon,6287
Crossroads of Twilight,COT,Ch16: The Subject of Negotiations,16,Egwene al'Vere,7357
Crossroads of Twilight,COT,Ch17: Secrets,17,Delana Mosalaine,248
Crossroads of Twilight,COT,Ch17: Secrets,17,Egwene al'Vere,10363
Crossroads of Twilight,COT,Ch18: A Chat with Siuan,18,Egwene al'Vere,7445
Crossroads of Twilight,COT,Ch19: Surprises,19,Egwene al'Vere,9803
Crossroads of Twilight,COT,Ch20: In the Night,20,Egwene al'Vere,8034
Crossroads of Twilight,COT,Ch21: A Mark,21,Alviarin Freidhen,8132
Crossroads of Twilight,COT,Ch22: One Answer,22,Pevara Tazanovni,2392
Crossroads of Twilight,COT,Ch23: Ornaments,23,Cadsuane Melaidhrin,6551
Crossroads of Twilight,COT,Ch24: A Strengthening Storm,24,Rand al'Thor,4231
Crossroads of Twilight,COT,Ch24: A Strengthening Storm,24,Cadsuane Melaidhrin,761
Crossroads of Twilight,COT,Ch24: A Strengthening Storm,24,Rand al'Thor,1384
Crossroads of Twilight,COT,Ch24: A Strengthening Storm,24,Elza Penfell,424
Crossroads of Twilight,COT,Ch25: When to Wear Jewels,25,Perrin Aybara,4360
Crossroads of Twilight,COT,Ch26: In So Habor,26,Perrin Aybara,5462
Crossroads of Twilight,COT,Ch27: What Must Be Done,27,Perrin Aybara,6558
Crossroads of Twilight,COT,Ch28: A Cluster of Rosebuds,28,Matrim Cauthon,10355
Crossroads of Twilight,COT,Ch29: Something Flickers,29,Matrim Cauthon,8628
Crossroads of Twilight,COT,Ch30: What the Oath Rod Can Do,30,Egwene al'Vere,10877
Crossroads of Twilight,COT,Epilogue: An Answer,Epilogue,Rand al'Thor,263
Crossroads of Twilight,COT,Epilogue: An Answer,Epilogue,Quote,55
Knife of Dreams,KOD,Prologue: Embers Falling on Dry Grass,Prologue,Quote,22
Knife of Dreams,KOD,Prologue: Embers Falling on Dry Grass,Prologue,Galadedrid Damodred,5567
Knife of Dreams,KOD,Prologue: Embers Falling on Dry Grass,Prologue,Rodel Ituralde,2965
Knife of Dreams,KOD,Prologue: Embers Falling on Dry Grass,Prologue,Suroth Sabelle Meldarath,6208
Knife of Dreams,KOD,Prologue: Embers Falling on Dry Grass,Prologue,Pevara Tazanovni,5700
Knife of Dreams,KOD,Prologue: Embers Falling on Dry Grass,Prologue,Alviarin Freidhen,2479
Knife of Dreams,KOD,Prologue: Embers Falling on Dry Grass,Prologue,Galina Casban,6408
Knife of Dreams,KOD,Prologue: Embers Falling on Dry Grass,Prologue,Egwene al'Vere,7307
Knife of Dreams,KOD,Ch1: When Last Sounds,1,Siuan Sanche,7785
Knife of Dreams,KOD,Ch2: The Dark One's Touch,2,Beonin Marinye,4906
Knife of Dreams,KOD,Ch2: The Dark One's Touch,2,Elaida do Avriny a'Roihan,4226
Knife of Dreams,KOD,Ch3: At the Gardens,3,Aran'gar,3423
Knife of Dreams,KOD,Ch4: A Deal,4,Perrin Aybara,5705
Knife of Dreams,KOD,Ch5: Something… Strange,5,Faile Bashere,6856
Knife of Dreams,KOD,Ch6: A Stave and a Razor,6,Matrim Cauthon,6706
Knife of Dreams,KOD,Ch7: A Cold Medallion,7,Matrim Cauthon,4959
Knife of Dreams,KOD,Ch8: Dragons' Eggs,8,Matrim Cauthon,10979
Knife of Dreams,KOD,Ch9: A Short Path,9,Matrim Cauthon,6055
Knife of Dreams,KOD,Ch10: A Village in Shiota,10,Matrim Cauthon,8187
Knife of Dreams,KOD,Ch11: A Hell in Maderin,11,Matrim Cauthon,10577
Knife of Dreams,KOD,Ch12: A Manufactory,12,Perrin Aybara,8013
Knife of Dreams,KOD,Ch13: Siege,13,Elayne Trakand,5287
Knife of Dreams,KOD,Ch14: Wet Things,14,Elayne Trakand,5494
Knife of Dreams,KOD,Ch15: A Different Skill,15,Elayne Trakand,6253
Knife of Dreams,KOD,Ch16: The New Follower,16,Elayne Trakand,5916
Knife of Dreams,KOD,Ch17: A Bronze Bear,17,Elayne Trakand,6537
Knife of Dreams,KOD,Ch17: A Bronze Bear,17,Arymilla Marne,1702
Knife of Dreams,KOD,Ch18: News for the Dragon,18,Rand al'Thor,5952
Knife of Dreams,KOD,Ch19: Vows,19,Loial,4357
Knife of Dreams,KOD,Ch19: Vows,19,Rand al'Thor,2767
Knife of Dreams,KOD,Ch20: The Golden Crane,20,Rand al'Thor,6441
Knife of Dreams,KOD,Ch20: The Golden Crane,20,Nynaeve al'Meara,1468
Knife of Dreams,KOD,Ch20: The Golden Crane,20,Weilin Aldragoran,1845
Knife of Dreams,KOD,Ch21: Within the Stone,21,Rand al'Thor,10535
Knife of Dreams,KOD,Ch22: To Make an Anchor Weep,22,Harine din Togara Two Winds,6117
Knife of Dreams,KOD,Ch23: Call to a Sitting,23,Romanda Cassin,9283
Knife of Dreams,KOD,Ch24: Honey in the Tea,24,Egwene al'Vere,15098
Knife of Dreams,KOD,Ch25: Attending Elaida,25,Tarna Feir,2179
Knife of Dreams,KOD,Ch25: Attending Elaida,25,Matrim Cauthon,4845
Knife of Dreams,KOD,Ch26: As If the World Were Fog,26,Tuon Athaem Kore Paendrag,4488
Knife of Dreams,KOD,Ch26: As If the World Were Fog,26,Perrin Aybara,6233
Knife of Dreams,KOD,Ch26: As If the World Were Fog,26,Faile Bashere,1234
Knife of Dreams,KOD,Ch27: A Plain Wooden Box,27,Rand al'Thor,6423
Knife of Dreams,KOD,Ch27: A Plain Wooden Box,27,Matrim Cauthon,3722
Knife of Dreams,KOD,Ch28: In Malden,28,Faile Bashere,6200
Knife of Dreams,KOD,Ch28: In Malden,28,Galina Casban,467
Knife of Dreams,KOD,Ch29: The Last Knot,29,Perrin Aybara,3991
Knife of Dreams,KOD,Ch29: The Last Knot,29,Faile Bashere,890
Knife of Dreams,KOD,Ch29: The Last Knot,29,Perrin Aybara,4332
Knife of Dreams,KOD,Ch30: Outside the Gates,30,Faile Bashere,1861
Knife of Dreams,KOD,Ch30: Outside the Gates,30,Perrin Aybara,4165
Knife of Dreams,KOD,Ch30: Outside the Gates,30,Galina Casban,728
Knife of Dreams,KOD,Ch31: The House on Full Moon Street,31,Elayne Trakand,7286
Knife of Dreams,KOD,Ch32: To Keep the Bargain,32,Birgitte Silverbow,6495
Knife of Dreams,KOD,Ch33: Nine Out of Ten,33,Elayne Trakand,4959
Knife of Dreams,KOD,Ch34: A Cup of,34,Furyk Karede,2816
Knife of Dreams,KOD,Ch35: The Importance of Dyelin,35,Elayne Trakand,6344
Knife of Dreams,KOD,Ch36: Under an Oak,36,Furyk Karede,3288
Knife of Dreams,KOD,Ch36: Under an Oak,36,Matrim Cauthon,1225
Knife of Dreams,KOD,Ch36: Under an Oak,36,Tuon Athaem Kore Paendrag,385
Knife of Dreams,KOD,Ch37: Prince of the Ravens,37,Matrim Cauthon,5220
Knife of Dreams,KOD,Epilogue: Remember the Old Saying,Epilogue,Suroth Sabelle Meldarath,1336
Knife of Dreams,KOD,Epilogue: Remember the Old Saying,Epilogue,Pevara Tazanovni,2909
The Gathering Storm,TGS,Prologue: What the Storm Means,Prologue,Quote,69
The Gathering Storm,TGS,Prologue: What the Storm Means,Prologue,Renald Fanwar,3841
The Gathering Storm,TGS,Prologue: What the Storm Means,Prologue,Falendre,1794
The Gathering Storm,TGS,Prologue: What the Storm Means,Prologue,Tylee Khirgan,1453
The Gathering Storm,TGS,Prologue: What the Storm Means,Prologue,Graendal,3355
The Gathering Storm,TGS,Prologue: What the Storm Means,Prologue,Rodel Ituralde,1138
The Gathering Storm,TGS,Prologue: What the Storm Means,Prologue,Masema Dagar,1449
The Gathering Storm,TGS,Ch1: Tears of Steel,1,Rand al'Thor,6500
The Gathering Storm,TGS,Ch2: The Nature of Pain,2,Egwene al'Vere,7040
The Gathering Storm,TGS,Ch3: The Ways of Honor,3,Aviendha,4458
The Gathering Storm,TGS,Ch4: Nightfall,4,Gawyn Trakand,1926
The Gathering Storm,TGS,Ch5: A Tale of Blood,5,Rand al'Thor,3879
The Gathering Storm,TGS,Ch5: A Tale of Blood,5,Cadsuane Melaidhrin,2171
The Gathering Storm,TGS,Ch6: When Iron Melts,6,Rodel Ituralde,1369
The Gathering Storm,TGS,Ch6: When Iron Melts,6,Leane Sharif,1169
The Gathering Storm,TGS,Ch6: When Iron Melts,6,Egwene al'Vere,619
The Gathering Storm,TGS,Ch7: The Plan for Arad Doman,7,Nynaeve al'Meara,6114
The Gathering Storm,TGS,Ch8: Clean Shirts,8,Siuan Sanche,7627
The Gathering Storm,TGS,Ch9: Leaving Malden,9,Perrin Aybara,5245
The Gathering Storm,TGS,Ch10: The Last of the Tabac,10,Rodel Ituralde,4506
The Gathering Storm,TGS,Ch11: The Death of Adrin,11,Aviendha,4507
The Gathering Storm,TGS,Ch12: Unexpected Encounters,12,Egwene al'Vere,8403
The Gathering Storm,TGS,Ch13: An Offer and a Departure,13,Gawyn Trakand,5917
The Gathering Storm,TGS,Ch14: A Box Opens,14,Cadsuane Melaidhrin,2582
The Gathering Storm,TGS,Ch15: A Place to Begin,15,Rand al'Thor,2022
The Gathering Storm,TGS,Ch15: A Place to Begin,15,Min Farshaw,2577
The Gathering Storm,TGS,Ch15: A Place to Begin,15,Aviendha,1242
The Gathering Storm,TGS,Ch16: In the White Tower,16,Egwene al'Vere,10574
The Gathering Storm,TGS,Ch17: Questions of Control,17,Cadsuane Melaidhrin,1975
The Gathering Storm,TGS,Ch17: Questions of Control,17,Perrin Aybara,1720
The Gathering Storm,TGS,Ch18: A Message in Haste,18,Siuan Sanche,3325
The Gathering Storm,TGS,Ch19: Gambits,19,Tuon Athaem Kore Paendrag,6922
The Gathering Storm,TGS,Ch20: On a Broken Road,20,Matrim Cauthon,5587
The Gathering Storm,TGS,Ch21: Embers and Ash,21,Perrin Aybara,1281
The Gathering Storm,TGS,Ch21: Embers and Ash,21,Faile Bashere,3840
The Gathering Storm,TGS,Ch21: Embers and Ash,21,Perrin Aybara,277
The Gathering Storm,TGS,Ch22: The Last That Could Be Done,22,Semirhage,1084
The Gathering Storm,TGS,Ch22: The Last That Could Be Done,22,Rand al'Thor,6365
The Gathering Storm,TGS,Ch23: A Warp in the Air,23,Cadsuane Melaidhrin,1790
The Gathering Storm,TGS,Ch24: A New Commitment,24,Gawyn Trakand,6335
The Gathering Storm,TGS,Ch25: In Darkness,25,Sheriam Bayanar,1322
The Gathering Storm,TGS,Ch25: In Darkness,25,Egwene al'Vere,978
The Gathering Storm,TGS,Ch26: A Crack in the Stone,26,Aviendha,3813
The Gathering Storm,TGS,Ch26: A Crack in the Stone,26,Romanda Cassin,1841
The Gathering Storm,TGS,Ch27: The Tipsy Gelding,27,Matrim Cauthon,8440
The Gathering Storm,TGS,Ch28: Night in Hinderstap,28,Matrim Cauthon,8779
The Gathering Storm,TGS,Ch29: Into Bandar Eban,29,Rand al'Thor,5581
The Gathering Storm,TGS,Ch30: Old Advice,30,Gawyn Trakand,4418
The Gathering Storm,TGS,Ch31: A Promise to Lews Therin,31,Cadsuane Melaidhrin,3874
The Gathering Storm,TGS,Ch31: A Promise to Lews Therin,31,Rand al'Thor,4389
The Gathering Storm,TGS,Ch32: Rivers of Shadow,32,Nynaeve al'Meara,9489
The Gathering Storm,TGS,Ch33: A Conversation with the Dragon,33,Nynaeve al'Meara,3717
The Gathering Storm,TGS,Ch34: Legends,34,Matrim Cauthon,5571
The Gathering Storm,TGS,Ch35: A Halo of Blackness,35,Rand al'Thor,2024
The Gathering Storm,TGS,Ch35: A Halo of Blackness,35,Tuon Athaem Kore Paendrag,3351
The Gathering Storm,TGS,Ch36: The Death of Tuon,36,Matrim Cauthon,3457
The Gathering Storm,TGS,Ch36: The Death of Tuon,36,Tuon Athaem Kore Paendrag,1096
The Gathering Storm,TGS,Ch37: A Force of Light,37,Min Farshaw,7667
The Gathering Storm,TGS,Ch38: News in,38,Egwene al'Vere,6875
The Gathering Storm,TGS,Ch39: A Visit from Verin Sedai,39,Egwene al'Vere,7996
The Gathering Storm,TGS,Ch40: The Tower Shakes,40,Siuan Sanche,1047
The Gathering Storm,TGS,Ch40: The Tower Shakes,40,Egwene al'Vere,1900
The Gathering Storm,TGS,Ch40: The Tower Shakes,40,Siuan Sanche,1413
The Gathering Storm,TGS,Ch40: The Tower Shakes,40,Adelorna Bastine,1706
The Gathering Storm,TGS,Ch41: A Fount of Power,41,Gawyn Trakand,1587
The Gathering Storm,TGS,Ch41: A Fount of Power,41,Saerin Asnobar,1534
The Gathering Storm,TGS,Ch41: A Fount of Power,41,Egwene al'Vere,576
The Gathering Storm,TGS,Ch41: A Fount of Power,41,Gareth Bryne,2789
The Gathering Storm,TGS,Ch41: A Fount of Power,41,Egwene al'Vere,783
The Gathering Storm,TGS,Ch41: A Fount of Power,41,Saerin Asnobar,477
The Gathering Storm,TGS,Ch41: A Fount of Power,41,Elaida do Avriny a'Roihan,304
The Gathering Storm,TGS,Ch42: Before the Stone of Tear,42,Rand al'Thor,3863
The Gathering Storm,TGS,Ch43: Sealed to the Flame,43,Egwene al'Vere,1938
The Gathering Storm,TGS,Ch43: Sealed to the Flame,43,Jesse Bilal,2635
The Gathering Storm,TGS,Ch43: Sealed to the Flame,43,Siuan Sanche,970
The Gathering Storm,TGS,Ch43: Sealed to the Flame,43,Egwene al'Vere,2486
The Gathering Storm,TGS,Ch44: Scents Unknown,44,Nynaeve al'Meara,6935
The Gathering Storm,TGS,Ch45: The Tower Stands,45,Egwene al'Vere,4589
The Gathering Storm,TGS,Ch46: To Be Forged Again,46,Egwene al'Vere,5696
The Gathering Storm,TGS,Ch47: The One He Lost,47,Rand al'Thor,5202
The Gathering Storm,TGS,Ch48: Reading the Commentary,48,Min Farshaw,2672
The Gathering Storm,TGS,Ch49: Just Another Man,49,Rand al'Thor,2374
The Gathering Storm,TGS,Ch50: Veins of Gold,50,Rand al'Thor,1971
The Gathering Storm,TGS,Epilogue: Bathed in Light,Epilogue,Egwene al'Vere,2002
The Gathering Storm,TGS,Epilogue: Bathed in Light,Epilogue,Quote,52
Towers of Midnight,TOM,Prologue: Distinctions,Prologue,Quote,179
Towers of Midnight,TOM,Prologue: Distinctions,Prologue,Lan Mandragoran,1280
Towers of Midnight,TOM,Prologue: Distinctions,Prologue,Perrin Aybara,2588
Towers of Midnight,TOM,Prologue: Distinctions,Prologue,Graendal,3539
Towers of Midnight,TOM,Prologue: Distinctions,Prologue,Galadedrid Damodred,4330
Towers of Midnight,TOM,Prologue: Distinctions,Prologue,Padan Fain,973
Towers of Midnight,TOM,Prologue: Distinctions,Prologue,Malenarin Rai,3023
Towers of Midnight,TOM,Ch1: Apples First,1,Almen Bunt,2931
Towers of Midnight,TOM,Ch2: Questions of Leadership,2,Perrin Aybara,3606
Towers of Midnight,TOM,Ch2: Questions of Leadership,2,Galadedrid Damodred,1461
Towers of Midnight,TOM,Ch3: The Amyrlin's Anger,3,Egwene al'Vere,1154
Towers of Midnight,TOM,Ch3: The Amyrlin's Anger,3,Siuan Sanche,2609
Towers of Midnight,TOM,Ch3: The Amyrlin's Anger,3,Egwene al'Vere,1794
Towers of Midnight,TOM,Ch4: The Pattern Groans,4,Perrin Aybara,3830
Towers of Midnight,TOM,Ch4: The Pattern Groans,4,Galadedrid Damodred,2505
Towers of Midnight,TOM,Ch5: Writings,5,Gawyn Trakand,4383
Towers of Midnight,TOM,Ch5: Writings,5,Egwene al'Vere,391
Towers of Midnight,TOM,Ch5: Writings,5,Graendal,2146
Towers of Midnight,TOM,Ch6: Questioning Intentions,6,Morgase Trakand,4972
Towers of Midnight,TOM,Ch7: Lighter than a Feather,7,Lan Mandragoran,1032
Towers of Midnight,TOM,Ch7: Lighter than a Feather,7,Galadedrid Damodred,384
Towers of Midnight,TOM,Ch7: Lighter than a Feather,7,Perrin Aybara,683
Towers of Midnight,TOM,Ch7: Lighter than a Feather,7,Galadedrid Damodred,393
Towers of Midnight,TOM,Ch7: Lighter than a Feather,7,Perrin Aybara,350
Towers of Midnight,TOM,Ch7: Lighter than a Feather,7,Galadedrid Damodred,240
Towers of Midnight,TOM,Ch7: Lighter than a Feather,7,Perrin Aybara,192
Towers of Midnight,TOM,Ch7: Lighter than a Feather,7,Galadedrid Damodred,67
Towers of Midnight,TOM,Ch7: Lighter than a Feather,7,Perrin Aybara,71
Towers of Midnight,TOM,Ch8: The Seven-Striped Lass,8,Matrim Cauthon,6788
Towers of Midnight,TOM,Ch9: Blood in the Air,9,Matrim Cauthon,2908
Towers of Midnight,TOM,Ch10: After the Taint,10,Perrin Aybara,3445
Towers of Midnight,TOM,Ch10: After the Taint,10,Galadedrid Damodred,270
Towers of Midnight,TOM,Ch11: An Unexpected Letter,11,Elayne Trakand,4289
Towers of Midnight,TOM,Ch12: An Empty Ink Bottle,12,Min Farshaw,878
Towers of Midnight,TOM,Ch12: An Empty Ink Bottle,12,Cadsuane Melaidhrin,898
Towers of Midnight,TOM,Ch13: For What Has Been Wrought,13,Min Farshaw,3029
Towers of Midnight,TOM,Ch14: A Vow,14,Egwene al'Vere,5749
Towers of Midnight,TOM,Ch15: Use a Pebble,15,Nynaeve al'Meara,3917
Towers of Midnight,TOM,Ch15: Use a Pebble,15,Egwene al'Vere,1987
Towers of Midnight,TOM,Ch16:,16,Faile Bashere,1967
Towers of Midnight,TOM,Ch16:,16,Perrin Aybara,3922
Towers of Midnight,TOM,"Ch17: Partings, and a Meeting",17,Matrim Cauthon,3818
Towers of Midnight,TOM,"Ch17: Partings, and a Meeting",17,Elayne Trakand,2934
Towers of Midnight,TOM,Ch18: The Strength of This Place,18,Perrin Aybara,2407
Towers of Midnight,TOM,Ch18: The Strength of This Place,18,Rodel Ituralde,2266
Towers of Midnight,TOM,Ch18: The Strength of This Place,18,Faile Bashere,2528
Towers of Midnight,TOM,Ch19: Talk of Dragons,19,Matrim Cauthon,7209
Towers of Midnight,TOM,Ch20: A Choice,20,Nynaeve al'Meara,8030
Towers of Midnight,TOM,Ch21: An Open Gate,21,Perrin Aybara,3108
Towers of Midnight,TOM,Ch21: An Open Gate,21,Rodel Ituralde,2736
Towers of Midnight,TOM,Ch21: An Open Gate,21,Morgase Trakand,1228
Towers of Midnight,TOM,Ch22: The End of a Legend,22,Gawyn Trakand,3335
Towers of Midnight,TOM,Ch22: The End of a Legend,22,Matrim Cauthon,4242
Towers of Midnight,TOM,Ch22: The End of a Legend,22,Birgitte Silverbow,3992
Towers of Midnight,TOM,Ch23: Foxheads,23,Elayne Trakand,5951
Towers of Midnight,TOM,Ch23: Foxheads,23,Gawyn Trakand,1207
Towers of Midnight,TOM,Ch23: Foxheads,23,Lan Mandragoran,755
Towers of Midnight,TOM,Ch24: To Make a Stand,24,Elayne Trakand,1488
Towers of Midnight,TOM,Ch24: To Make a Stand,24,Rodel Ituralde,1402
Towers of Midnight,TOM,Ch24: To Make a Stand,24,Perrin Aybara,4625
Towers of Midnight,TOM,Ch25: Return to Bandar Eban,25,Min Farshaw,3676
Towers of Midnight,TOM,Ch26: Parley,26,Perrin Aybara,2175
Towers of Midnight,TOM,Ch26: Parley,26,Galadedrid Damodred,3517
Towers of Midnight,TOM,Ch27: A Call to Stand,27,Egwene al'Vere,4279
Towers of Midnight,TOM,Ch28: Oddities,28,Faile Bashere,556
Towers of Midnight,TOM,Ch28: Oddities,28,Perrin Aybara,1673
Towers of Midnight,TOM,Ch28: Oddities,28,Rodel Ituralde,3655
Towers of Midnight,TOM,Ch29: A Terrible Feeling,29,Faile Bashere,2027
Towers of Midnight,TOM,Ch29: A Terrible Feeling,29,Morgase Trakand,1805
Towers of Midnight,TOM,Ch29: A Terrible Feeling,29,Perrin Aybara,709
Towers of Midnight,TOM,Ch29: A Terrible Feeling,29,Elayne Trakand,2428
Towers of Midnight,TOM,Ch30: Men Dream Here,30,Faile Bashere,848
Towers of Midnight,TOM,Ch30: Men Dream Here,30,Perrin Aybara,4539
Towers of Midnight,TOM,Ch31: Into the Void,31,Matrim Cauthon,4366
Towers of Midnight,TOM,Ch32: A Storm of Light,32,Rodel Ituralde,4201
Towers of Midnight,TOM,Ch32: A Storm of Light,32,Min Farshaw,1618
Towers of Midnight,TOM,Ch33: A Good Soup,33,Siuan Sanche,1217
Towers of Midnight,TOM,Ch33: A Good Soup,33,Perrin Aybara,969
Towers of Midnight,TOM,Ch33: A Good Soup,33,Gawyn Trakand,5078
Towers of Midnight,TOM,Ch34: Judgment,34,Perrin Aybara,1273
Towers of Midnight,TOM,Ch34: Judgment,34,Faile Bashere,1641
Towers of Midnight,TOM,Ch34: Judgment,34,Perrin Aybara,3902
Towers of Midnight,TOM,Ch35: The Right Thing,35,Egwene al'Vere,373
Towers of Midnight,TOM,Ch35: The Right Thing,35,Perrin Aybara,1120
Towers of Midnight,TOM,Ch35: The Right Thing,35,Galadedrid Damodred,527
Towers of Midnight,TOM,Ch35: The Right Thing,35,Perrin Aybara,2255
Towers of Midnight,TOM,Ch36: An Invitation,36,Egwene al'Vere,4643
Towers of Midnight,TOM,Ch36: An Invitation,36,Perrin Aybara,401
Towers of Midnight,TOM,Ch37: Darkness in the Tower,37,Gawyn Trakand,843
Towers of Midnight,TOM,Ch37: Darkness in the Tower,37,Egwene al'Vere,577
Towers of Midnight,TOM,Ch37: Darkness in the Tower,37,Perrin Aybara,443
Towers of Midnight,TOM,Ch37: Darkness in the Tower,37,Gawyn Trakand,878
Towers of Midnight,TOM,Ch37: Darkness in the Tower,37,Perrin Aybara,544
Towers of Midnight,TOM,Ch37: Darkness in the Tower,37,Egwene al'Vere,965
Towers of Midnight,TOM,Ch37: Darkness in the Tower,37,Perrin Aybara,672
Towers of Midnight,TOM,Ch37: Darkness in the Tower,37,Gawyn Trakand,652
Towers of Midnight,TOM,Ch37: Darkness in the Tower,37,Mesaana,351
Towers of Midnight,TOM,Ch37: Darkness in the Tower,37,Perrin Aybara,670
