book,book_abbr,chapter,chapter_abbr,character,word_count
The Fires of Heaven,TFOH,Ch28: Trapped,28,Gareth Bryne,3739
The Fires of Heaven,TFOH,Ch28: Trapped,28,Min Farshaw,1620
The Fires of Heaven,TFOH,Ch29: Memories of Saldaea,29,Hadnan Kadere,2262
The Fires of Heaven,TFOH,Ch30: A Wager,30,Rand al'Thor,3816
The Fires of Heaven,TFOH,Ch31: The Far Snows,31,Rand al'Thor,4564
The Fires of Heaven,TFOH,Ch32: A Short Spear,32,Rand al'Thor,5135
The Fires of Heaven,TFOH,Ch33: A Question of Crimson,33,Nynaeve al'Meara,4784
The Fires of Heaven,TFOH,Ch34: A Silver Arrow,34,Nynaeve al'Meara,4724
The Fires of Heaven,TFOH,Ch34: A Silver Arrow,34,Liandrin,1393
The Fires of Heaven,TFOH,Ch35: Ripped Away,35,Elayne Trakand,3178
The Fires of Heaven,TFOH,Ch36: A New Name,36,Elayne Trakand,6198
The Fires of Heaven,TFOH,Ch37: Performances in Samara,37,Nynaeve al'Meara,4246
The Fires of Heaven,TFOH,Ch38: An Old Acquaintance,38,Nynaeve al'Meara,2791
The Fires of Heaven,TFOH,Ch39: Encounters in Samara,39,Nynaeve al'Meara,7284
The Fires of Heaven,TFOH,Ch40: The Wheel Weaves,40,Nynaeve al'Meara,7737
The Fires of Heaven,TFOH,Ch41: The Craft of Kin Tovere,41,Rand al'Thor,4173
The Fires of Heaven,TFOH,Ch42: Before The Arrow,42,Matrim Cauthon,4767
The Fires of Heaven,TFOH,Ch42: Before The Arrow,42,Rand al'Thor,1328
The Fires of Heaven,TFOH,"Ch43: This Place, This Day",43,Rand al'Thor,3160
The Fires of Heaven,TFOH,"Ch43: This Place, This Day",43,Matrim Cauthon,3938
The Fires of Heaven,TFOH,Ch44: The Lesser Sadness,44,Rand al'Thor,3735
The Fires of Heaven,TFOH,Ch44: The Lesser Sadness,44,Matrim Cauthon,2792
The Fires of Heaven,TFOH,Ch44: The Lesser Sadness,44,Rand al'Thor,2056
The Fires of Heaven,TFOH,Ch45: After the Storm,45,Matrim Cauthon,2769
The Fires of Heaven,TFOH,Ch45: After the Storm,45,Rand al'Thor,3454
The Fires of Heaven,TFOH,"Ch46: Other Battle, Other Weapons",46,Rand al'Thor,7882
The Fires of Heaven,TFOH,Ch47: The Price of A Ship,47,Nynaeve al'Meara,6981
The Fires of Heaven,TFOH,Ch47: The Price of A Ship,47,Elayne Trakand,1659
The Fires of Heaven,TFOH,Ch48: Leavetakings,48,Nynaeve al'Meara,4989
The Fires of Heaven,TFOH,Ch49: To Boannda,49,Nynaeve al'Meara,11647
The Fires of Heaven,TFOH,"Ch50: To Teach, and Learn",50,Nynaeve al'Meara,8004
The Fires of Heaven,TFOH,"Ch50: To Teach, and Learn",50,Elayne Trakand,1490
The Fires of Heaven,TFOH,Ch51: News Comes to Cairhien,51,Rand al'Thor,7301
The Fires of Heaven,TFOH,Ch51: News Comes to Cairhien,51,Egwene al'Vere,573
The Fires of Heaven,TFOH,Ch51: News Comes to Cairhien,51,Matrim Cauthon,1709
The Fires of Heaven,TFOH,Ch52: Choices,52,Rand al'Thor,3339
The Fires of Heaven,TFOH,Ch52: Choices,52,Hadnan Kadere,1258
The Fires of Heaven,TFOH,Ch52: Choices,52,Rand al'Thor,2155
The Fires of Heaven,TFOH,Ch52: Choices,52,Moiraine Damodred,462
The Fires of Heaven,TFOH,Ch53: Fading Words,53,Rand al'Thor,4263
The Fires of Heaven,TFOH,Ch54: To Caemlyn,54,Rand al'Thor,3802
The Fires of Heaven,TFOH,Ch54: To Caemlyn,54,Nynaeve al'Meara,5381
The Fires of Heaven,TFOH,Ch55: The Threads Burn,55,Rand al'Thor,2240
The Fires of Heaven,TFOH,Ch55: The Threads Burn,55,Nynaeve al'Meara,1646
The Fires of Heaven,TFOH,Ch55: The Threads Burn,55,Rand al'Thor,835
The Fires of Heaven,TFOH,Ch55: The Threads Burn,55,Nynaeve al'Meara,1090
The Fires of Heaven,TFOH,Ch55: The Threads Burn,55,Rand al'Thor,355
The Fires of Heaven,TFOH,Ch55: The Threads Burn,55,Nynaeve al'Meara,1347
The Fires of Heaven,TFOH,Ch55: The Threads Burn,55,Rand al'Thor,1087
The Fires of Heaven,TFOH,Ch56: Glowing Embers,56,Rand al'Thor,1901
The Fires of Heaven,TFOH,Ch56: Glowing Embers,56,Asmodean,328
The Fires of Heaven,TFOH,Ch56: Glowing Embers,56,Morgase Trakand,835
The Fires of Heaven,TFOH,Ch56: Glowing Embers,56,Quote,77
Lord of Chaos,LOC,Prologue: The First Message,Prologue,Quote,41
Lord of Chaos,LOC,Prologue: The First Message,Prologue,Demandred,1864
Lord of Chaos,LOC,Prologue: The First Message,Prologue,Nynaeve al'Meara,5063
Lord of Chaos,LOC,Prologue: The First Message,Prologue,Elayne Trakand,4046
Lord of Chaos,LOC,Prologue: The First Message,Prologue,Faile Bashere,6021
Lord of Chaos,LOC,Prologue: The First Message,Prologue,Gawyn Trakand,2591
Lord of Chaos,LOC,Prologue: The First Message,Prologue,Katerine Alruddin,1001
Lord of Chaos,LOC,Prologue: The First Message,Prologue,Sevanna,637
Lord of Chaos,LOC,Prologue: The First Message,Prologue,Morgase Trakand,4374
Lord of Chaos,LOC,Prologue: The First Message,Prologue,Pedron Niall,1280
Lord of Chaos,LOC,Prologue: The First Message,Prologue,Mesaana,1908
Lord of Chaos,LOC,Prologue: The First Message,Prologue,Osan'gar,1272
Lord of Chaos,LOC,Ch1: Lion on the Hill,1,Rand al'Thor,6490
Lord of Chaos,LOC,Ch2: A New Arrival,2,Rand al'Thor,5591
Lord of Chaos,LOC,Ch3: A Woman's Eyes,3,Rand al'Thor,6592
Lord of Chaos,LOC,Ch4: A Sense of Humor,4,Rand al'Thor,7704
Lord of Chaos,LOC,Ch5: A Different Dance,5,Matrim Cauthon,12582
Lord of Chaos,LOC,Ch6: Threads Woven of Shadow,6,Sammael,5102
Lord of Chaos,LOC,Ch6: Threads Woven of Shadow,6,Graendal,986
Lord of Chaos,LOC,Ch6: Threads Woven of Shadow,6,Semirhage,3091
Lord of Chaos,LOC,Ch7: A Matter of Thought,7,Elayne Trakand,11728
Lord of Chaos,LOC,Ch7: A Matter of Thought,7,Demandred,141
Lord of Chaos,LOC,Ch8: The Storm Gathers,8,Nynaeve al'Meara,9990
Lord of Chaos,LOC,Ch9: Plans,9,Pedron Niall,5208
Lord of Chaos,LOC,Ch9: Plans,9,Morgase Trakand,2529
Lord of Chaos,LOC,Ch10: A Saying in the Borderlands,10,Rand al'Thor,8249
Lord of Chaos,LOC,Ch11: Lessons and Teachers,11,Verin Mathwin,3197
Lord of Chaos,LOC,Ch11: Lessons and Teachers,11,Rand al'Thor,2531
Lord of Chaos,LOC,Ch12: Questions and Answers,12,Nynaeve al'Meara,8590
Lord of Chaos,LOC,Ch12: Questions and Answers,12,Narrator,10
Lord of Chaos,LOC,Ch13: Under the Dust,13,Nynaeve al'Meara,7829
Lord of Chaos,LOC,Ch14: Dreams and Nightmares,14,Egwene al'Vere,3651
Lord of Chaos,LOC,Ch14: Dreams and Nightmares,14,Nynaeve al'Meara,2959
Lord of Chaos,LOC,Ch15: A Pile of Sand,15,Egwene al'Vere,4030
Lord of Chaos,LOC,Ch15: A Pile of Sand,15,Elayne Trakand,4328
Lord of Chaos,LOC,Ch15: A Pile of Sand,15,Sheriam Bayanar,129
Lord of Chaos,LOC,Ch16: Tellings of the Wheel,16,Rand al'Thor,5811
Lord of Chaos,LOC,Ch17: The Wheel of a Life,17,Rand al'Thor,5573
Lord of Chaos,LOC,Ch18: A Taste of Solitude,18,Rand al'Thor,4031
Lord of Chaos,LOC,Ch18: A Taste of Solitude,18,Egwene al'Vere,3380
Lord of Chaos,LOC,Ch18: A Taste of Solitude,18,Rand al'Thor,322
Lord of Chaos,LOC,Ch18: A Taste of Solitude,18,Sulin,149
Lord of Chaos,LOC,Ch19: Matters of,19,Rand al'Thor,4365
Lord of Chaos,LOC,Ch19: Matters of,19,Aviendha,654
Lord of Chaos,LOC,Ch20: From the Stedding,20,Rand al'Thor,5045
Lord of Chaos,LOC,Ch21: To Shadar Logoth,21,Rand al'Thor,5347
Lord of Chaos,LOC,Ch22: Heading South,22,Matrim Cauthon,6192
Lord of Chaos,LOC,Ch23: To Understand a Message,23,Graendal,1811
Lord of Chaos,LOC,Ch23: To Understand a Message,23,Sammael,144
Lord of Chaos,LOC,Ch24: An Embassy,24,Egwene al'Vere,4754
Lord of Chaos,LOC,Ch25: Like Lightning and Rain,25,Egwene al'Vere,6090
Lord of Chaos,LOC,Ch25: Like Lightning and Rain,25,Katerine Alruddin,78
Lord of Chaos,LOC,Ch25: Like Lightning and Rain,25,Nesune Bihara,85
Lord of Chaos,LOC,Ch25: Like Lightning and Rain,25,Sarene Nemdahl,1116
Lord of Chaos,LOC,Ch26: Connecting Lines,26,Rand al'Thor,5069
Lord of Chaos,LOC,Ch27: Gifts,27,Egwene al'Vere,8587
Lord of Chaos,LOC,Ch27: Gifts,27,Nesune Bihara,800
Lord of Chaos,LOC,Ch28: Letters,28,Rand al'Thor,6309
Lord of Chaos,LOC,Ch28: Letters,28,Padan Fain,1223
Lord of Chaos,LOC,Ch29: Fire and Spirit,29,Nynaeve al'Meara,4999
Lord of Chaos,LOC,Ch30: To Heal Again,30,Nynaeve al'Meara,3606
Lord of Chaos,LOC,Ch30: To Heal Again,30,Siuan Sanche,1356
Lord of Chaos,LOC,Ch30: To Heal Again,30,Elayne Trakand,2583
Lord of Chaos,LOC,Ch30: To Heal Again,30,Delana Mosalaine,1406
Lord of Chaos,LOC,Ch31: Red Wax,31,Eamon Valda,1659
Lord of Chaos,LOC,Ch31: Red Wax,31,Pedron Niall,885
Lord of Chaos,LOC,Ch31: Red Wax,31,Morgase Trakand,2686
Lord of Chaos,LOC,Ch31: Red Wax,31,Rhadam Asunawa,351
Lord of Chaos,LOC,Ch32: Summoned in Haste,32,Egwene al'Vere,5261
Lord of Chaos,LOC,Ch32: Summoned in Haste,32,Rand al'Thor,210
Lord of Chaos,LOC,Ch33: Courage to Strengthen,33,Egwene al'Vere,930
Lord of Chaos,LOC,Ch33: Courage to Strengthen,33,Matrim Cauthon,3469
Lord of Chaos,LOC,Ch33: Courage to Strengthen,33,Egwene al'Vere,1657
Lord of Chaos,LOC,Ch34: Journey to Salidar,34,Egwene al'Vere,3062
Lord of Chaos,LOC,Ch35: In the Hall of the Sitters,35,Egwene al'Vere,3774
Lord of Chaos,LOC,Ch36: The Amyrlin Is Raised,36,Egwene al'Vere,5520
Lord of Chaos,LOC,Ch37: When Battle Begins,37,Egwene al'Vere,3553
Lord of Chaos,LOC,Ch37: When Battle Begins,37,Romanda Cassin,200
Lord of Chaos,LOC,Ch37: When Battle Begins,37,Lelaine Akashi,160
Lord of Chaos,LOC,Ch37: When Battle Begins,37,Delana Mosalaine,305
Lord of Chaos,LOC,Ch37: When Battle Begins,37,Siuan Sanche,284
Lord of Chaos,LOC,Ch37: When Battle Begins,37,Nynaeve al'Meara,231
Lord of Chaos,LOC,Ch37: When Battle Begins,37,Elayne Trakand,446
Lord of Chaos,LOC,Ch37: When Battle Begins,37,Egwene al'Vere,108
Lord of Chaos,LOC,Ch38: A Sudden Chill,38,Matrim Cauthon,4800
Lord of Chaos,LOC,Ch39: Possibilities,39,Egwene al'Vere,5713
Lord of Chaos,LOC,Ch40: Unexpected Laughter,40,Matrim Cauthon,2182
Lord of Chaos,LOC,Ch40: Unexpected Laughter,40,Elayne Trakand,2627
Lord of Chaos,LOC,Ch41: A Threat,41,Min Farshaw,1687
Lord of Chaos,LOC,Ch41: A Threat,41,Rand al'Thor,5882
Lord of Chaos,LOC,Ch42: The Black Tower,42,Rand al'Thor,4879
Lord of Chaos,LOC,Ch43: The Crown of Roses,43,Merana Ambrey,2810
Lord of Chaos,LOC,Ch43: The Crown of Roses,43,Dyelin Taravin,102
Lord of Chaos,LOC,Ch43: The Crown of Roses,43,Luan Norwelyn,109
Lord of Chaos,LOC,Ch43: The Crown of Roses,43,Ellorien Traemane,83
Lord of Chaos,LOC,Ch44: The Color of Trust,44,Matrim Cauthon,5657
Lord of Chaos,LOC,Ch44: The Color of Trust,44,Egwene al'Vere,276
Lord of Chaos,LOC,Ch45: A Bitter Thought,45,Vilnar Barada,879
Lord of Chaos,LOC,Ch45: A Bitter Thought,45,Perrin Aybara,4550
Lord of Chaos,LOC,Ch46: Beyond the Gate,46,Perrin Aybara,3382
Lord of Chaos,LOC,Ch46: Beyond the Gate,46,Rand al'Thor,1691
Lord of Chaos,LOC,Ch46: Beyond the Gate,46,Demira Eriff,920
Lord of Chaos,LOC,Ch46: Beyond the Gate,46,Perrin Aybara,1288
Lord of Chaos,LOC,Ch46: Beyond the Gate,46,Demira Eriff,1298
Lord of Chaos,LOC,Ch47: The Wandering Woman,47,Matrim Cauthon,5999
Lord of Chaos,LOC,Ch48: Leaning on the Knife,48,Nynaeve al'Meara,5087
Lord of Chaos,LOC,Ch49: The Mirror of Mists,49,Rand al'Thor,4144
Lord of Chaos,LOC,Ch49: The Mirror of Mists,49,Min Farshaw,1698
Lord of Chaos,LOC,Ch49: The Mirror of Mists,49,Rand al'Thor,1851
Lord of Chaos,LOC,Ch49: The Mirror of Mists,49,Merana Ambrey,2114
Lord of Chaos,LOC,Ch50: Thorns,50,Rand al'Thor,4328
Lord of Chaos,LOC,Ch50: Thorns,50,Perrin Aybara,2519
Lord of Chaos,LOC,Ch50: Thorns,50,Rand al'Thor,285
Lord of Chaos,LOC,Ch51: The Taking,51,Rand al'Thor,1451
Lord of Chaos,LOC,Ch51: The Taking,51,Bain,280
Lord of Chaos,LOC,Ch51: The Taking,51,Perrin Aybara,248
Lord of Chaos,LOC,Ch51: The Taking,51,Rand al'Thor,557
Lord of Chaos,LOC,Ch51: The Taking,51,Sorilea,205
Lord of Chaos,LOC,Ch52: Weaves of the Power,52,Matrim Cauthon,1761
Lord of Chaos,LOC,Ch52: Weaves of the Power,52,Elayne Trakand,2171
Lord of Chaos,LOC,Ch52: Weaves of the Power,52,Egwene al'Vere,3071
Lord of Chaos,LOC,Ch52: Weaves of the Power,52,Myrelle Berengari,588
Lord of Chaos,LOC,Ch53: The Feast of Lights,53,Perrin Aybara,4400
Lord of Chaos,LOC,Ch53: The Feast of Lights,53,Galina Casban,896
Lord of Chaos,LOC,Ch53: The Feast of Lights,53,Rand al'Thor,1663
Lord of Chaos,LOC,Ch53: The Feast of Lights,53,Galina Casban,336
Lord of Chaos,LOC,Ch53: The Feast of Lights,53,Sevanna,322
Lord of Chaos,LOC,Ch54: The Sending,54,Perrin Aybara,8863
Lord of Chaos,LOC,Ch55: Dumai's Well,55,Gawyn Trakand,872
Lord of Chaos,LOC,Ch55: Dumai's Well,55,Rand al'Thor,678
Lord of Chaos,LOC,Ch55: Dumai's Well,55,Perrin Aybara,2082
Lord of Chaos,LOC,Ch55: Dumai's Well,55,Rand al'Thor,5470
Lord of Chaos,LOC,Epilogue: The Answer,Epilogue,Falion Bhoda,314
Lord of Chaos,LOC,Epilogue: The Answer,Epilogue,Narrator,120
Lord of Chaos,LOC,Epilogue: The Answer,Epilogue,Seanchan Rider,129
Lord of Chaos,LOC,Epilogue: The Answer,Epilogue,Moghedien,583
Lord of Chaos,LOC,Epilogue: The Answer,Epilogue,Egwene al'Vere,154
Lord of Chaos,LOC,Epilogue: The Answer,Epilogue,Demandred,39
Lord of Chaos,LOC,Epilogue: The Answer,Epilogue,Quote,71
A Crown of Swords,ACOS,Prologue: Lightnings,Prologue,Quote,103
A Crown of Swords,ACOS,Prologue: Lightnings,Prologue,Elaida do Avriny a'Roihan,6480
A Crown of Swords,ACOS,Prologue: Lightnings,Prologue,Sevanna,5304
A Crown of Swords,ACOS,Prologue: Lightnings,Prologue,Alviarin Freidhen,2329
A Crown of Swords,ACOS,Prologue: Lightnings,Prologue,Pedron Niall,2313
A Crown of Swords,ACOS,Prologue: Lightnings,Prologue,Eamon Valda,1079
A Crown of Swords,ACOS,Prologue: Lightnings,Prologue,Gawyn Trakand,1959
A Crown of Swords,ACOS,Ch1: High Chasaline,1,Perrin Aybara,5983
A Crown of Swords,ACOS,Ch2: The Butcher's Yard,2,Perrin Aybara,9708
A Crown of Swords,ACOS,Ch3: Hill of the Golden Dawn,3,Perrin Aybara,6409
A Crown of Swords,ACOS,Ch4: Into Cairhien,4,Perrin Aybara,5032
A Crown of Swords,ACOS,Ch5: A Broken Crown,5,Perrin Aybara,5034
A Crown of Swords,ACOS,"Ch6: Old Fear, and New Fear",6,Perrin Aybara,4401
A Crown of Swords,ACOS,Ch7: Pitfalls and Tripwires,7,Rand al'Thor,7930
A Crown of Swords,ACOS,Ch8: The Figurehead,8,Egwene al'Vere,4886
A Crown of Swords,ACOS,Ch9: A Pair of Silverpike,9,Egwene al'Vere,8177
A Crown of Swords,ACOS,Ch10: Unseen Eyes,10,Egwene al'Vere,8530
A Crown of Swords,ACOS,Ch11: An Oath,11,Egwene al'Vere,7968
A Crown of Swords,ACOS,Ch12: A Morning of Victory,12,Egwene al'Vere,13402
A Crown of Swords,ACOS,Ch13: The Bowl of the Winds,13,Aviendha,7648
A Crown of Swords,ACOS,Ch14: White Plumes,14,Matrim Cauthon,6557
A Crown of Swords,ACOS,Ch15: Insects,15,Jaichim Carridin,3379
A Crown of Swords,ACOS,Ch16: A Touch on the Cheek,16,Matrim Cauthon,5637
A Crown of Swords,ACOS,Ch17: The Triumph of Logic,17,Matrim Cauthon,3809
A Crown of Swords,ACOS,Ch17: The Triumph of Logic,17,Joline Maza,1527
A Crown of Swords,ACOS,Ch17: The Triumph of Logic,17,Falion Bhoda,1479
A Crown of Swords,ACOS,Ch17: The Triumph of Logic,17,Noal Charin,314
A Crown of Swords,ACOS,Ch18: As the Plow Breaks the Earth,18,Rand al'Thor,6010
A Crown of Swords,ACOS,Ch19: Diamonds and Stars,19,Merana Ambrey,3992
A Crown of Swords,ACOS,Ch19: Diamonds and Stars,19,Min Farshaw,1535
A Crown of Swords,ACOS,Ch19: Diamonds and Stars,19,Cadsuane Melaidhrin,425
A Crown of Swords,ACOS,Ch20: Patterns Within Patterns,20,Sevanna,3482
A Crown of Swords,ACOS,Ch20: Patterns Within Patterns,20,Moridin,1115
A Crown of Swords,ACOS,Ch21: Swovan Night,21,Matrim Cauthon,2290
A Crown of Swords,ACOS,Ch21: Swovan Night,21,Nynaeve al'Meara,3288
A Crown of Swords,ACOS,Ch22: Small Sacrifices,22,Elayne Trakand,6259
A Crown of Swords,ACOS,Ch23: Next Door to a Weaver,23,Nynaeve al'Meara,7280
A Crown of Swords,ACOS,Ch24: The Kin,24,Reanne Corly,1242
A Crown of Swords,ACOS,Ch24: The Kin,24,Nynaeve al'Meara,2245
A Crown of Swords,ACOS,Ch25: Mindtrap,25,Moghedien,3717
A Crown of Swords,ACOS,Ch26: The Irrevocable Words,26,Morgase Trakand,8489
A Crown of Swords,ACOS,Ch27: To Be Alone,27,Perrin Aybara,3712
A Crown of Swords,ACOS,Ch28: Bread and Cheese,28,Matrim Cauthon,6692
A Crown of Swords,ACOS,Ch29: The Festival of Birds,29,Matrim Cauthon,4706
A Crown of Swords,ACOS,Ch29: The Festival of Birds,29,Reanne Corly,274
A Crown of Swords,ACOS,Ch30: The First Cup,30,Elayne Trakand,3212
A Crown of Swords,ACOS,Ch30: The First Cup,30,Moghedien,1195
A Crown of Swords,ACOS,Ch31:,31,Nynaeve al'Meara,4645
A Crown of Swords,ACOS,Ch31:,31,Elayne Trakand,2722
A Crown of Swords,ACOS,Ch32: Sealed to the Flame,32,Elaida do Avriny a'Roihan,3207
A Crown of Swords,ACOS,Ch32: Sealed to the Flame,32,Alviarin Freidhen,217
A Crown of Swords,ACOS,Ch32: Sealed to the Flame,32,Seaine Herimon,3228
A Crown of Swords,ACOS,Ch33: A Bath,33,Rand al'Thor,4831
A Crown of Swords,ACOS,Ch34:,34,Rand al'Thor,5652
A Crown of Swords,ACOS,Ch35: Into the Woods,35,Min Farshaw,6579
A Crown of Swords,ACOS,Ch36: Blades,36,Min Farshaw,8114
A Crown of Swords,ACOS,Ch37: A Note from the Palace,37,Matrim Cauthon,3791
A Crown of Swords,ACOS,Ch38: Six Stories,38,Matrim Cauthon,9085
A Crown of Swords,ACOS,Ch39: Promises to Keep,39,Matrim Cauthon,8554
A Crown of Swords,ACOS,Ch40: Spears,40,Galina Casban,2690
A Crown of Swords,ACOS,Ch40: Spears,40,Sevanna,1772
A Crown of Swords,ACOS,Ch40: Spears,40,Maeric,1127
A Crown of Swords,ACOS,Ch40: Spears,40,Graendal,551
A Crown of Swords,ACOS,Ch40: Spears,40,Shaidar Haran,230
A Crown of Swords,ACOS,Ch41: A Crown of Swords,41,Rand al'Thor,11891
A Crown of Swords,ACOS,Ch41: A Crown of Swords,41,Narrator,231
A Crown of Swords,ACOS,Ch41: A Crown of Swords,41,Quote,65
The Path of Daggers,TPOD,Prologue: Deceptive Appearances,Prologue,Quote,52
The Path of Daggers,TPOD,Prologue: Deceptive Appearances,Prologue,Ethenielle Cosaru Noramaga,3917
The Path of Daggers,TPOD,Prologue: Deceptive Appearances,Prologue,Verin Mathwin,7309
The Path of Daggers,TPOD,Prologue: Deceptive Appearances,Prologue,Moridin,863
The Path of Daggers,TPOD,Ch1: To Keep the Bargain,1,Aviendha,8460
The Path of Daggers,TPOD,Ch2: Unweaving,2,Elayne Trakand,5893
The Path of Daggers,TPOD,Ch2: Unweaving,2,Moridin,1015
The Path of Daggers,TPOD,Ch2: Unweaving,2,Gholam,402
The Path of Daggers,TPOD,Ch3: A Pleasant Ride,3,Elayne Trakand,5029
The Path of Daggers,TPOD,Ch4: A Quiet Place,4,Elayne Trakand,5477
The Path of Daggers,TPOD,Ch5: The Breaking Storm,5,Elayne Trakand,7722
The Path of Daggers,TPOD,Ch6: Threads,6,Elayne Trakand,8456
The Path of Daggers,TPOD,Ch6: Threads,6,Chulein,1231
The Path of Daggers,TPOD,Ch7: A Goatpen,7,Perrin Aybara,6470
The Path of Daggers,TPOD,Ch8: A Simple Country Woman,8,Perrin Aybara,6891
The Path of Daggers,TPOD,Ch8: A Simple Country Woman,8,Faile Bashere,2314
The Path of Daggers,TPOD,Ch8: A Simple Country Woman,8,Morgase Trakand,1373
The Path of Daggers,TPOD,Ch9: Tangles,9,Perrin Aybara,7786
The Path of Daggers,TPOD,Ch10: Changes,10,Perrin Aybara,6231
The Path of Daggers,TPOD,Ch10: Changes,10,Faile Bashere,1780
The Path of Daggers,TPOD,Ch10: Changes,10,Perrin Aybara,1058
The Path of Daggers,TPOD,Ch11: Questions and an Oath,11,Sevanna,3223
The Path of Daggers,TPOD,Ch11: Questions and an Oath,11,Galina Casban,3476
The Path of Daggers,TPOD,Ch12: New Alliances,12,Graendal,3055
The Path of Daggers,TPOD,Ch12: New Alliances,12,Cadsuane Melaidhrin,5247
The Path of Daggers,TPOD,Ch13: Floating Like Snow,13,Rand al'Thor,4531
The Path of Daggers,TPOD,Ch14: Message from the M'Hael,14,Rand al'Thor,5471
The Path of Daggers,TPOD,Ch15: Stronger than Written Law,15,Egwene al'Vere,6755
The Path of Daggers,TPOD,Ch16: Unexpected Absences,16,Egwene al'Vere,2878
The Path of Daggers,TPOD,Ch16: Unexpected Absences,16,Aran'gar,255
The Path of Daggers,TPOD,Ch16: Unexpected Absences,16,Egwene al'Vere,4878
The Path of Daggers,TPOD,Ch16: Unexpected Absences,16,Sheriam Bayanar,168
The Path of Daggers,TPOD,Ch17: Out on the Ice,17,Egwene al'Vere,5848
The Path of Daggers,TPOD,Ch18: A Peculiar Calling,18,Egwene al'Vere,3991
The Path of Daggers,TPOD,Ch19: The Law,19,Egwene al'Vere,6784
The Path of Daggers,TPOD,Ch20: Into Andor,20,Elayne Trakand,6200
The Path of Daggers,TPOD,Ch21: Answering the Summons,21,Rand al'Thor,5857
The Path of Daggers,TPOD,Ch22: Gathering Clouds,22,Rand al'Thor,3727
The Path of Daggers,TPOD,Ch22: Gathering Clouds,22,Assid Bakuun,1403
The Path of Daggers,TPOD,"Ch23: Fog of War, Storm of Battle",23,Rand al'Thor,2766
The Path of Daggers,TPOD,"Ch23: Fog of War, Storm of Battle",23,Furyk Karede,1603
The Path of Daggers,TPOD,"Ch23: Fog of War, Storm of Battle",23,Rand al'Thor,3655
The Path of Daggers,TPOD,Ch24: A Time for Iron,24,Kennar Miraj,2540
The Path of Daggers,TPOD,Ch24: A Time for Iron,24,Rand al'Thor,3226
The Path of Daggers,TPOD,Ch24: A Time for Iron,24,Kennar Miraj,649
The Path of Daggers,TPOD,Ch24: A Time for Iron,24,Bertome Saighan,1141
The Path of Daggers,TPOD,Ch24: A Time for Iron,24,Varek,1308
The Path of Daggers,TPOD,Ch24: A Time for Iron,24,Davram Bashere,776
The Path of Daggers,TPOD,Ch24: A Time for Iron,24,Rand al'Thor,2531
The Path of Daggers,TPOD,Ch24: A Time for Iron,24,Abaldar Yulan,117
The Path of Daggers,TPOD,Ch25: An Unwelcome Return,25,Elaida do Avriny a'Roihan,3509
The Path of Daggers,TPOD,Ch25: An Unwelcome Return,25,Alviarin Freidhen,629
The Path of Daggers,TPOD,Ch26: The Extra Bit,26,Seaine Herimon,5314
The Path of Daggers,TPOD,Ch26: The Extra Bit,26,Toveine Gazal,1904
The Path of Daggers,TPOD,Ch27: The Bargain,27,Min Farshaw,6473
The Path of Daggers,TPOD,Ch27: The Bargain,27,Rand al'Thor,2682
The Path of Daggers,TPOD,Ch28: Crimsonthorn,28,Elayne Trakand,4207
The Path of Daggers,TPOD,Ch28: Crimsonthorn,28,Daved Hanlon,1303
The Path of Daggers,TPOD,Ch29: A Cup of Sleep,29,Min Farshaw,3594
The Path of Daggers,TPOD,Ch29: A Cup of Sleep,29,Rand al'Thor,1989
The Path of Daggers,TPOD,Ch29: A Cup of Sleep,29,Min Farshaw,1104
The Path of Daggers,TPOD,Ch30: Beginnings,30,Perrin Aybara,2700
The Path of Daggers,TPOD,Ch30: Beginnings,30,Faile Bashere,2365
The Path of Daggers,TPOD,Ch30: Beginnings,30,Egwene al'Vere,964
The Path of Daggers,TPOD,Ch31: After,31,Narrator,319
Winter's Heart,WH,Prologue: Snow,Prologue,Quote,54
Winter's Heart,WH,Prologue: Snow,Prologue,Seaine Herimon,3594
Winter's Heart,WH,Prologue: Snow,Prologue,Elayne Trakand,12438
Winter's Heart,WH,Prologue: Snow,Prologue,Toveine Gazal,5901
Winter's Heart,WH,Prologue: Snow,Prologue,Rand al'Thor,5209
Winter's Heart,WH,Ch1: Leaving the Prophet,1,Perrin Aybara,4065
Winter's Heart,WH,Ch2: Taken,2,Perrin Aybara,5321
Winter's Heart,WH,Ch3: Customs,3,Faile Bashere,4694
Winter's Heart,WH,Ch4: Offers,4,Faile Bashere,6829
Winter's Heart,WH,Ch5: Flags,5,Perrin Aybara,4042
Winter's Heart,WH,Ch6: The Scent of Madness,6,Perrin Aybara,6850
Winter's Heart,WH,Ch7: The Streets of Caemlyn,7,Elayne Trakand,6384
Winter's Heart,WH,Ch8: Sea Folk and Kin,8,Elayne Trakand,7313
Winter's Heart,WH,Ch9: A Cup of Tea,9,Elayne Trakand,4764
Winter's Heart,WH,Ch10: A Plan Succeeds,10,Elayne Trakand,7551
Winter's Heart,WH,Ch10: A Plan Succeeds,10,Asne Zeramene,1662
Winter's Heart,WH,Ch10: A Plan Succeeds,10,Mili Skane,1087
Winter's Heart,WH,Ch11: Ideas of Importance,11,Rand al'Thor,2675
Winter's Heart,WH,Ch11: Ideas of Importance,11,Nynaeve al'Meara,7571
Winter's Heart,WH,Ch12: A Lily in Winter,12,Elayne Trakand,5731
