book,book_abbr,book_order,chapter,chapter_abbr,chapter_order,image_urls,images
New Spring,NS,1,Chapter 1: The Hook,,1,https://library.tarvalon.net/images/thumb/2/26/Seanchan_Helmet_Chapter_Icon.png/150px-Seanchan_Helmet_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/26/Seanchan_Helmet_Chapter_Icon.png/150px-Seanchan_Helmet_Chapter_Icon.png', 'path': 'full/e33d57eb71d2e785671a7a343ce0cb98edebb8d9.jpg', 'checksum': 'c9ed30635fdcd98b6e86a0750c7289a2'}]"
New Spring,NS,1,Chapter 8: Shreds of Serenity,,8,https://library.tarvalon.net/images/thumb/e/eb/Fish_Chapter_Icon.png/150px-Fish_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/e/eb/Fish_Chapter_Icon.png/150px-Fish_Chapter_Icon.png', 'path': 'full/3b7a8048552e2fa5af4425020312013e4d8b9189.jpg', 'checksum': '89e4b264ef74470c349d9dbc4c9de37e'}]"
New Spring,NS,1,Chapter 7: The Itch,,7,https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png', 'path': 'full/264340201cf4b0e32abe565233b52a6c6ff75150.jpg', 'checksum': '9d000d351e3a21d1e2e2771cc93a1d70'}]"
New Spring,NS,1,Chapter 6: Surprises,,6,https://library.tarvalon.net/images/thumb/c/ce/Rising_Sun_Chapter_Icon.png/210px-Rising_Sun_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/c/ce/Rising_Sun_Chapter_Icon.png/210px-Rising_Sun_Chapter_Icon.png', 'path': 'full/58d82a3841c18e6c738fedb760ed23f91a88702b.jpg', 'checksum': '6417c8b13ba9d3b9f42d9f560522fd4b'}]"
New Spring,NS,1,Chapter 4: Leaving the Tower,,4,https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png', 'path': 'full/c8b3986cd2adc5925fa128283a140921d2dd1a63.jpg', 'checksum': 'b5ba643bdd95c00cb03e105ff5d758af'}]"
New Spring,NS,1,Chapter 5 The Human Heart, The Human Heart,5,https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png', 'path': 'full/264340201cf4b0e32abe565233b52a6c6ff75150.jpg', 'checksum': '9d000d351e3a21d1e2e2771cc93a1d70'}]"
New Spring,NS,1,Chapter 16: The Deeps,6,16,https://library.tarvalon.net/images/thumb/2/26/Seanchan_Helmet_Chapter_Icon.png/150px-Seanchan_Helmet_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/26/Seanchan_Helmet_Chapter_Icon.png/150px-Seanchan_Helmet_Chapter_Icon.png', 'path': 'full/e33d57eb71d2e785671a7a343ce0cb98edebb8d9.jpg', 'checksum': 'c9ed30635fdcd98b6e86a0750c7289a2'}]"
New Spring,NS,1,Chapter 14: Changes,4,14,https://library.tarvalon.net/images/thumb/2/25/Wooden_Triangle_Chapter_Icon.png/150px-Wooden_Triangle_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/25/Wooden_Triangle_Chapter_Icon.png/150px-Wooden_Triangle_Chapter_Icon.png', 'path': 'full/4b4b7a7d653fa91613755e51c3dd59defd16da7f.jpg', 'checksum': 'f26e1fcf9f568fa8bf014a7fef08a232'}]"
New Spring,NS,1,Chapter 3: Practice,,3,https://library.tarvalon.net/images/thumb/e/eb/Fish_Chapter_Icon.png/150px-Fish_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/e/eb/Fish_Chapter_Icon.png/150px-Fish_Chapter_Icon.png', 'path': 'full/3b7a8048552e2fa5af4425020312013e4d8b9189.jpg', 'checksum': '89e4b264ef74470c349d9dbc4c9de37e'}]"
New Spring,NS,1,Chapter 2: A Wish Fulfilled,,2,https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png', 'path': 'full/264340201cf4b0e32abe565233b52a6c6ff75150.jpg', 'checksum': '9d000d351e3a21d1e2e2771cc93a1d70'}]"
New Spring,NS,1,Chapter 13: Business in the City,3,13,https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png', 'path': 'full/264340201cf4b0e32abe565233b52a6c6ff75150.jpg', 'checksum': '9d000d351e3a21d1e2e2771cc93a1d70'}]"
New Spring,NS,1,Chapter 15: Into Canluum,5,15,https://library.tarvalon.net/images/thumb/e/e5/Stag%27s_Head_Chapter_Icon.png/150px-Stag%27s_Head_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/e/e5/Stag%27s_Head_Chapter_Icon.png/150px-Stag%27s_Head_Chapter_Icon.png', 'path': 'full/4806d3f5d3003f365f077a695d6fdd942d8d7763.jpg', 'checksum': '8f0fe80c991e978c76b3dd4929426520'}]"
New Spring,NS,1,Chapter 12: Entering Home,2,12,https://library.tarvalon.net/images/thumb/e/eb/Fish_Chapter_Icon.png/150px-Fish_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/e/eb/Fish_Chapter_Icon.png/150px-Fish_Chapter_Icon.png', 'path': 'full/3b7a8048552e2fa5af4425020312013e4d8b9189.jpg', 'checksum': '89e4b264ef74470c349d9dbc4c9de37e'}]"
New Spring,NS,1,Chapter 11: Just Before Dawn,1,11,https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png', 'path': 'full/c8b3986cd2adc5925fa128283a140921d2dd1a63.jpg', 'checksum': 'b5ba643bdd95c00cb03e105ff5d758af'}]"
New Spring,NS,1,Chapter 10: It Finishes,0,10,https://library.tarvalon.net/images/thumb/0/05/Mice_Chapter_Icon.png/150px-Mice_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/0/05/Mice_Chapter_Icon.png/150px-Mice_Chapter_Icon.png', 'path': 'full/83641a7a4bda46749f951b882ee6d77a4ab25f0f.jpg', 'checksum': 'a639ecb7068262d5c8f6cf876cba5664'}]"
New Spring,NS,1,Chapter 9: It Begins,,9,https://library.tarvalon.net/images/thumb/c/c9/Six-Pointed_Star_Chapter_Icon.png/150px-Six-Pointed_Star_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/c/c9/Six-Pointed_Star_Chapter_Icon.png/150px-Six-Pointed_Star_Chapter_Icon.png', 'path': 'full/f688df549e49aaafda2bf6dff052be7f54a9bc3d.jpg', 'checksum': 'c0cd6dff3c9f453c674e4e0594f02f0f'}]"
A Memory of Light,AMOL,15,Epilogue: To See the Answer,Epilogue,705,https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png', 'path': 'full/264340201cf4b0e32abe565233b52a6c6ff75150.jpg', 'checksum': '9d000d351e3a21d1e2e2771cc93a1d70'}]"
A Memory of Light,AMOL,15,Chapter 49: Light and Shadow,9,704,https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png', 'path': 'full/264340201cf4b0e32abe565233b52a6c6ff75150.jpg', 'checksum': '9d000d351e3a21d1e2e2771cc93a1d70'}]"
A Memory of Light,AMOL,15,Chapter 47: Watching the Flow Writhe,7,702,https://library.tarvalon.net/images/thumb/d/df/Serpent_Chapter_Icon.png/150px-Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/d/df/Serpent_Chapter_Icon.png/150px-Serpent_Chapter_Icon.png', 'path': 'full/f18fe973d880a534a1fa2fb31659f83bd21e9b90.jpg', 'checksum': 'c7e4109a246a86ef67ecd5cd4ac1bce3'}]"
A Memory of Light,AMOL,15,Chapter 46: To Awaken,6,701,https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png', 'path': 'full/ed0773bbe7571d3225d5936ad6e2e335beb2205c.jpg', 'checksum': '5d577e48a84d99340ee361c8057794e1'}]"
A Memory of Light,AMOL,15,Chapter 45: Tendrils of Mist,5,700,https://library.tarvalon.net/images/thumb/1/17/Ruby_Dagger_Chapter_Icon.png/300px-Ruby_Dagger_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/1/17/Ruby_Dagger_Chapter_Icon.png/300px-Ruby_Dagger_Chapter_Icon.png', 'path': 'full/8a0c13e2da73fb8318c9bc4fab323d91ec21c5f4.jpg', 'checksum': 'b208267eb334a7da68a85d323a868b83'}]"
A Memory of Light,AMOL,15,Chapter 44: Two Craftsmen,4,699,https://library.tarvalon.net/images/thumb/3/30/Harp_Chapter_Icon.png/150px-Harp_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/30/Harp_Chapter_Icon.png/150px-Harp_Chapter_Icon.png', 'path': 'full/9aa3730570006a87eb9b778031af0138ce3c639f.jpg', 'checksum': '3380c30014d092ddb10447be11385470'}]"
A Memory of Light,AMOL,15,Chapter 43: A Field of Glass,3,698,https://library.tarvalon.net/images/thumb/7/77/Horn_of_Valere_Chapter_Icon.png/150px-Horn_of_Valere_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/7/77/Horn_of_Valere_Chapter_Icon.png/150px-Horn_of_Valere_Chapter_Icon.png', 'path': 'full/138ea6c8e9919edefc6571688e2877baa0055c60.jpg', 'checksum': 'c62d55d66f5991d363212adb817a33f2'}]"
A Memory of Light,AMOL,15,Chapter 48: A Brilliant Lance,8,703,https://library.tarvalon.net/images/thumb/8/86/Aes_Sedai_Symbol_Chapter_Icon.png/150px-Aes_Sedai_Symbol_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/8/86/Aes_Sedai_Symbol_Chapter_Icon.png/150px-Aes_Sedai_Symbol_Chapter_Icon.png', 'path': 'full/6d5ec470e68c0e338607ae5dc2220ac358de7543.jpg', 'checksum': 'aeb9d9459372a3533f49db497382c687'}]"
A Memory of Light,AMOL,15,Chapter 42: Impossibilities,2,697,https://library.tarvalon.net/images/thumb/e/e3/Age_Lace_Chapter_Icon.png/150px-Age_Lace_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/e/e3/Age_Lace_Chapter_Icon.png/150px-Age_Lace_Chapter_Icon.png', 'path': 'full/f2cd690a661e73a8c265f4da2958dd92542d23b0.jpg', 'checksum': '5f68b649415b73ad9eddfb849abf3c54'}]"
A Memory of Light,AMOL,15,Chapter 41: A Smile,1,696,https://library.tarvalon.net/images/thumb/d/df/Serpent_Chapter_Icon.png/150px-Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/d/df/Serpent_Chapter_Icon.png/150px-Serpent_Chapter_Icon.png', 'path': 'full/f18fe973d880a534a1fa2fb31659f83bd21e9b90.jpg', 'checksum': 'c7e4109a246a86ef67ecd5cd4ac1bce3'}]"
A Memory of Light,AMOL,15,Chapter 40: Wolfbrother,0,695,https://library.tarvalon.net/images/thumb/a/af/Spear_and_Shield_Chapter_Icon.png/330px-Spear_and_Shield_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/a/af/Spear_and_Shield_Chapter_Icon.png/330px-Spear_and_Shield_Chapter_Icon.png', 'path': 'full/56fa5b7fe9f28141ed20ebb1d054b9e969f9343c.jpg', 'checksum': 'fb3d65c762426f0646cf090bf4805183'}]"
A Memory of Light,AMOL,15,Chapter 39: Those Who Fight,9,694,https://library.tarvalon.net/images/thumb/7/77/Horn_of_Valere_Chapter_Icon.png/150px-Horn_of_Valere_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/7/77/Horn_of_Valere_Chapter_Icon.png/150px-Horn_of_Valere_Chapter_Icon.png', 'path': 'full/138ea6c8e9919edefc6571688e2877baa0055c60.jpg', 'checksum': 'c62d55d66f5991d363212adb817a33f2'}]"
A Memory of Light,AMOL,15,Chapter 38: The Place That Was Not,8,693,https://library.tarvalon.net/images/thumb/2/22/Two_Ravens_Chapter_Icon.png/360px-Two_Ravens_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/22/Two_Ravens_Chapter_Icon.png/360px-Two_Ravens_Chapter_Icon.png', 'path': 'full/64948d1f0bd23efcc568cb556226538b7ca27931.jpg', 'checksum': '096d664239cdd8d581f994fd53295e6f'}]"
A Memory of Light,AMOL,15,Chapter 37: The Last Battle,7,692,https://library.tarvalon.net/images/thumb/8/86/Aes_Sedai_Symbol_Chapter_Icon.png/150px-Aes_Sedai_Symbol_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/8/86/Aes_Sedai_Symbol_Chapter_Icon.png/150px-Aes_Sedai_Symbol_Chapter_Icon.png', 'path': 'full/6d5ec470e68c0e338607ae5dc2220ac358de7543.jpg', 'checksum': 'aeb9d9459372a3533f49db497382c687'}]"
A Memory of Light,AMOL,15,Chapter 36: Unchangeable Things,6,691,https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png', 'path': 'full/b0961f91832bbbd699eb721a0db2bfd90ea42502.jpg', 'checksum': '0bae35c5536187585aa5694f44a0baed'}]"
A Memory of Light,AMOL,15,Chapter 35: A Practiced Grin,5,690,https://library.tarvalon.net/images/thumb/7/73/Blighted_Tree_Chapter_Icon.png/150px-Blighted_Tree_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/7/73/Blighted_Tree_Chapter_Icon.png/150px-Blighted_Tree_Chapter_Icon.png', 'path': 'full/45bf545966bc0744130394f31c7476b31626a27c.jpg', 'checksum': '926cc17517bef5ae147178d832f0613b'}]"
A Memory of Light,AMOL,15,Chapter 34: Drifting,4,689,https://library.tarvalon.net/images/thumb/1/11/Crescent_Moon_and_Stars_Chapter_Icon.png/150px-Crescent_Moon_and_Stars_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/1/11/Crescent_Moon_and_Stars_Chapter_Icon.png/150px-Crescent_Moon_and_Stars_Chapter_Icon.png', 'path': 'full/4304e341ab3efe55d3caf3abf098df7c9344c53b.jpg', 'checksum': 'aacd69e11dfa2c380eb3936e381977b7'}]"
A Memory of Light,AMOL,15,Chapter 33: The Prince's Tabac,3,688,https://library.tarvalon.net/images/thumb/7/77/Horn_of_Valere_Chapter_Icon.png/150px-Horn_of_Valere_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/7/77/Horn_of_Valere_Chapter_Icon.png/150px-Horn_of_Valere_Chapter_Icon.png', 'path': 'full/138ea6c8e9919edefc6571688e2877baa0055c60.jpg', 'checksum': 'c62d55d66f5991d363212adb817a33f2'}]"
A Memory of Light,AMOL,15,Chapter 32: A Yellow Flower-Spider,2,687,https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png', 'path': 'full/b0961f91832bbbd699eb721a0db2bfd90ea42502.jpg', 'checksum': '0bae35c5536187585aa5694f44a0baed'}]"
A Memory of Light,AMOL,15,Chapter 31: A Tempest of Water,1,686,https://library.tarvalon.net/images/thumb/1/1e/Trolloc_Chapter_Icon.png/375px-Trolloc_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/1/1e/Trolloc_Chapter_Icon.png/375px-Trolloc_Chapter_Icon.png', 'path': 'full/7748b767b4ead7bf1e93f87f4e07f37612ce2607.jpg', 'checksum': 'abcfbd287e3cb5b921e117e3724e5b73'}]"
A Memory of Light,AMOL,15,Chapter 30: The Way of the Predator,0,685,https://library.tarvalon.net/images/thumb/4/40/Wolf_Chapter_Icon.png/180px-Wolf_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/4/40/Wolf_Chapter_Icon.png/180px-Wolf_Chapter_Icon.png', 'path': 'full/01e1d31af6682f01e416b6eaf6863ba3535abb17.jpg', 'checksum': '74de655bbf687710113ffb076f121468'}]"
A Memory of Light,AMOL,15,Chapter 29: The Loss of a Hill,9,684,https://library.tarvalon.net/images/thumb/1/1e/Trolloc_Chapter_Icon.png/375px-Trolloc_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/1/1e/Trolloc_Chapter_Icon.png/375px-Trolloc_Chapter_Icon.png', 'path': 'full/7748b767b4ead7bf1e93f87f4e07f37612ce2607.jpg', 'checksum': 'abcfbd287e3cb5b921e117e3724e5b73'}]"
A Memory of Light,AMOL,15,Chapter 28: Too Many Men,8,683,https://library.tarvalon.net/images/thumb/c/cb/Heron-Marked_Sword_Chapter_Icon_Square.png/150px-Heron-Marked_Sword_Chapter_Icon_Square.png,"[{'url': 'https://library.tarvalon.net/images/thumb/c/cb/Heron-Marked_Sword_Chapter_Icon_Square.png/150px-Heron-Marked_Sword_Chapter_Icon_Square.png', 'path': 'full/2a713bd881ffef9b71de880a94da798f50cc4519.jpg', 'checksum': 'be7cfe986aa19035a1e88022e5e1e435'}]"
A Memory of Light,AMOL,15,Chapter 27: Friendly Fire,7,682,https://library.tarvalon.net/images/thumb/c/ce/Rising_Sun_Chapter_Icon.png/210px-Rising_Sun_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/c/ce/Rising_Sun_Chapter_Icon.png/210px-Rising_Sun_Chapter_Icon.png', 'path': 'full/58d82a3841c18e6c738fedb760ed23f91a88702b.jpg', 'checksum': '6417c8b13ba9d3b9f42d9f560522fd4b'}]"
A Memory of Light,AMOL,15,Chapter 26: Considerations,6,681,https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png', 'path': 'full/c8b3986cd2adc5925fa128283a140921d2dd1a63.jpg', 'checksum': 'b5ba643bdd95c00cb03e105ff5d758af'}]"
A Memory of Light,AMOL,15,Chapter 25: Quick Fragments,5,680,https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png', 'path': 'full/ed0773bbe7571d3225d5936ad6e2e335beb2205c.jpg', 'checksum': '5d577e48a84d99340ee361c8057794e1'}]"
A Memory of Light,AMOL,15,Chapter 24: To Ignore the Omens,4,679,https://library.tarvalon.net/images/thumb/2/26/Seanchan_Helmet_Chapter_Icon.png/150px-Seanchan_Helmet_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/26/Seanchan_Helmet_Chapter_Icon.png/150px-Seanchan_Helmet_Chapter_Icon.png', 'path': 'full/e33d57eb71d2e785671a7a343ce0cb98edebb8d9.jpg', 'checksum': 'c9ed30635fdcd98b6e86a0750c7289a2'}]"
A Memory of Light,AMOL,15,Chapter 23: At the Edge of Time,3,678,https://library.tarvalon.net/images/thumb/e/e3/Age_Lace_Chapter_Icon.png/150px-Age_Lace_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/e/e3/Age_Lace_Chapter_Icon.png/150px-Age_Lace_Chapter_Icon.png', 'path': 'full/f2cd690a661e73a8c265f4da2958dd92542d23b0.jpg', 'checksum': '5f68b649415b73ad9eddfb849abf3c54'}]"
A Memory of Light,AMOL,15,Chapter 22: The Wyld,2,677,https://library.tarvalon.net/images/thumb/d/df/Serpent_Chapter_Icon.png/150px-Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/d/df/Serpent_Chapter_Icon.png/150px-Serpent_Chapter_Icon.png', 'path': 'full/f18fe973d880a534a1fa2fb31659f83bd21e9b90.jpg', 'checksum': 'c7e4109a246a86ef67ecd5cd4ac1bce3'}]"
A Memory of Light,AMOL,15,Chapter 21: Not a Mistake to Ignore,1,676,https://library.tarvalon.net/images/thumb/5/5b/Bull_Chapter_Icon.png/175px-Bull_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/5/5b/Bull_Chapter_Icon.png/175px-Bull_Chapter_Icon.png', 'path': 'full/9a4ee5f0a87f3e50945b053d49e8b8dc82f6a340.jpg', 'checksum': 'b607cd1b55e833d925bc5365a1283bf6'}]"
A Memory of Light,AMOL,15,Chapter 20: Into Thakan'dar,0,675,https://library.tarvalon.net/images/thumb/a/af/Spear_and_Shield_Chapter_Icon.png/330px-Spear_and_Shield_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/a/af/Spear_and_Shield_Chapter_Icon.png/330px-Spear_and_Shield_Chapter_Icon.png', 'path': 'full/56fa5b7fe9f28141ed20ebb1d054b9e969f9343c.jpg', 'checksum': 'fb3d65c762426f0646cf090bf4805183'}]"
A Memory of Light,AMOL,15,Chapter 19: The Choice of a Patch,9,674,https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png', 'path': 'full/b0961f91832bbbd699eb721a0db2bfd90ea42502.jpg', 'checksum': '0bae35c5536187585aa5694f44a0baed'}]"
A Memory of Light,AMOL,15,Chapter 18: To Feel Wasted,8,673,https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png', 'path': 'full/c8b3986cd2adc5925fa128283a140921d2dd1a63.jpg', 'checksum': 'b5ba643bdd95c00cb03e105ff5d758af'}]"
A Memory of Light,AMOL,15,"Chapter 17: Older, More Weathered",7,672,https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png', 'path': 'full/ed0773bbe7571d3225d5936ad6e2e335beb2205c.jpg', 'checksum': '5d577e48a84d99340ee361c8057794e1'}]"
A Memory of Light,AMOL,15,Chapter 16: A Silence Like Screaming,6,671,https://library.tarvalon.net/images/thumb/b/b5/Leafless_Tree_Chapter_Icon.png/150px-Leafless_Tree_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/b/b5/Leafless_Tree_Chapter_Icon.png/150px-Leafless_Tree_Chapter_Icon.png', 'path': 'full/c987ad8b8941b782c447ed5dacae9a3b1c90bc85.jpg', 'checksum': '0c020b74f093414e33c07309f1e03b0d'}]"
A Memory of Light,AMOL,15,Chapter 14: Doses of Forkroot,4,669,https://library.tarvalon.net/images/thumb/3/3c/Dragon%27s_Fang_Chapter_Icon.png/150px-Dragon%27s_Fang_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3c/Dragon%27s_Fang_Chapter_Icon.png/150px-Dragon%27s_Fang_Chapter_Icon.png', 'path': 'full/e0499e6fb77d41e53a75bac8662ee87bb017e51c.jpg', 'checksum': '45b6872cbc561616e4e0f6543a4544ba'}]"
A Memory of Light,AMOL,15,Chapter 15: Your Neck in a Cord,5,670,https://library.tarvalon.net/images/thumb/2/26/Seanchan_Helmet_Chapter_Icon.png/150px-Seanchan_Helmet_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/26/Seanchan_Helmet_Chapter_Icon.png/150px-Seanchan_Helmet_Chapter_Icon.png', 'path': 'full/e33d57eb71d2e785671a7a343ce0cb98edebb8d9.jpg', 'checksum': 'c9ed30635fdcd98b6e86a0750c7289a2'}]"
A Memory of Light,AMOL,15,Chapter 13: What Must Be Done,3,668,https://library.tarvalon.net/images/thumb/7/76/Lion_Chapter_Icon.png/150px-Lion_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/7/76/Lion_Chapter_Icon.png/150px-Lion_Chapter_Icon.png', 'path': 'full/808bf5d12d03d3f70f526c171e2d11d6e60da030.jpg', 'checksum': '5e946bb89b5bcfa03bfc1c52016de9a6'}]"
A Memory of Light,AMOL,15,Chapter 12: A Shard of a Moment,2,667,https://library.tarvalon.net/images/thumb/1/11/Crescent_Moon_and_Stars_Chapter_Icon.png/150px-Crescent_Moon_and_Stars_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/1/11/Crescent_Moon_and_Stars_Chapter_Icon.png/150px-Crescent_Moon_and_Stars_Chapter_Icon.png', 'path': 'full/4304e341ab3efe55d3caf3abf098df7c9344c53b.jpg', 'checksum': 'aacd69e11dfa2c380eb3936e381977b7'}]"
A Memory of Light,AMOL,15,Chapter 11: Just Another Sell-sword,1,666,https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png', 'path': 'full/b0961f91832bbbd699eb721a0db2bfd90ea42502.jpg', 'checksum': '0bae35c5536187585aa5694f44a0baed'}]"
A Memory of Light,AMOL,15,Chapter 10: The Use of Dragons,0,665,https://library.tarvalon.net/images/thumb/7/76/Lion_Chapter_Icon.png/150px-Lion_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/7/76/Lion_Chapter_Icon.png/150px-Lion_Chapter_Icon.png', 'path': 'full/808bf5d12d03d3f70f526c171e2d11d6e60da030.jpg', 'checksum': '5e946bb89b5bcfa03bfc1c52016de9a6'}]"
