book,book_abbr,book_order,chapter,chapter_abbr,chapter_order,image_urls,images
Lord of Chaos,LOC,7,Chapter 43: The Crown of Roses,3,349,https://library.tarvalon.net/images/thumb/7/76/Lion_Chapter_Icon.png/150px-Lion_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/7/76/Lion_Chapter_Icon.png/150px-Lion_Chapter_Icon.png', 'path': 'full/808bf5d12d03d3f70f526c171e2d11d6e60da030.jpg', 'checksum': '5e946bb89b5bcfa03bfc1c52016de9a6'}]"
Lord of Chaos,LOC,7,Chapter 42: The Black Tower,2,348,https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png', 'path': 'full/ed0773bbe7571d3225d5936ad6e2e335beb2205c.jpg', 'checksum': '5d577e48a84d99340ee361c8057794e1'}]"
Lord of Chaos,LOC,7,Chapter 41: A Threat,1,347,https://library.tarvalon.net/images/thumb/7/76/Lion_Chapter_Icon.png/150px-Lion_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/7/76/Lion_Chapter_Icon.png/150px-Lion_Chapter_Icon.png', 'path': 'full/808bf5d12d03d3f70f526c171e2d11d6e60da030.jpg', 'checksum': '5e946bb89b5bcfa03bfc1c52016de9a6'}]"
Lord of Chaos,LOC,7,Chapter 40: Unexpected Laughter,0,346,https://library.tarvalon.net/images/thumb/3/30/Harp_Chapter_Icon.png/150px-Harp_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/30/Harp_Chapter_Icon.png/150px-Harp_Chapter_Icon.png', 'path': 'full/9aa3730570006a87eb9b778031af0138ce3c639f.jpg', 'checksum': '3380c30014d092ddb10447be11385470'}]"
Lord of Chaos,LOC,7,Chapter 39: Possibilities,9,345,https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png', 'path': 'full/264340201cf4b0e32abe565233b52a6c6ff75150.jpg', 'checksum': '9d000d351e3a21d1e2e2771cc93a1d70'}]"
Lord of Chaos,LOC,7,Chapter 38: A Sudden Chill,8,344,https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png', 'path': 'full/b0961f91832bbbd699eb721a0db2bfd90ea42502.jpg', 'checksum': '0bae35c5536187585aa5694f44a0baed'}]"
Lord of Chaos,LOC,7,Chapter 37: When Battle Begins,7,343,https://library.tarvalon.net/images/thumb/b/ba/A%27dam_Chapter_Icon.png/150px-A%27dam_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/b/ba/A%27dam_Chapter_Icon.png/150px-A%27dam_Chapter_Icon.png', 'path': 'full/461ce97361b93fcfc62d9c9564a35727be8e80e4.jpg', 'checksum': '0cdf79cdf1d15eeb6441ec9dac8ce797'}]"
Lord of Chaos,LOC,7,Chapter 36: The Amyrlin is Raised,6,342,https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png', 'path': 'full/c8b3986cd2adc5925fa128283a140921d2dd1a63.jpg', 'checksum': 'b5ba643bdd95c00cb03e105ff5d758af'}]"
Lord of Chaos,LOC,7,Chapter 35: In The Hall of the Sitters,5,341,https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png', 'path': 'full/264340201cf4b0e32abe565233b52a6c6ff75150.jpg', 'checksum': '9d000d351e3a21d1e2e2771cc93a1d70'}]"
Lord of Chaos,LOC,7,Chapter 34: Journey to Salidar,4,340,https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png', 'path': 'full/c8b3986cd2adc5925fa128283a140921d2dd1a63.jpg', 'checksum': 'b5ba643bdd95c00cb03e105ff5d758af'}]"
Lord of Chaos,LOC,7,Chapter 33: Courage to Strengthen,3,339,https://library.tarvalon.net/images/thumb/a/af/Spear_and_Shield_Chapter_Icon.png/330px-Spear_and_Shield_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/a/af/Spear_and_Shield_Chapter_Icon.png/330px-Spear_and_Shield_Chapter_Icon.png', 'path': 'full/56fa5b7fe9f28141ed20ebb1d054b9e969f9343c.jpg', 'checksum': 'fb3d65c762426f0646cf090bf4805183'}]"
Lord of Chaos,LOC,7,Chapter 32: Summoned in Haste,2,338,https://library.tarvalon.net/images/thumb/2/23/Dream_Ter%27angreal_Chapter_Icon.png/150px-Dream_Ter%27angreal_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/23/Dream_Ter%27angreal_Chapter_Icon.png/150px-Dream_Ter%27angreal_Chapter_Icon.png', 'path': 'full/7ffad5ad5de25de0bb841f17cb40321d158cbff7.jpg', 'checksum': '56cc654336727caa44e31c7fd71ed9a0'}]"
Lord of Chaos,LOC,7,Chapter 31: Red Wax,1,337,https://library.tarvalon.net/images/thumb/9/9d/Sunburst_Chapter_Icon.png/150px-Sunburst_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/9/9d/Sunburst_Chapter_Icon.png/150px-Sunburst_Chapter_Icon.png', 'path': 'full/f7da70be5354334fc38dcea713ba45aa46e89f86.jpg', 'checksum': '106adb1cc6d2473833ffccfa9366d835'}]"
Lord of Chaos,LOC,7,Chapter 30: To Heal Again,0,336,https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png', 'path': 'full/c8b3986cd2adc5925fa128283a140921d2dd1a63.jpg', 'checksum': 'b5ba643bdd95c00cb03e105ff5d758af'}]"
Lord of Chaos,LOC,7,Chapter 29: Fire and Spirit,9,335,https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png', 'path': 'full/264340201cf4b0e32abe565233b52a6c6ff75150.jpg', 'checksum': '9d000d351e3a21d1e2e2771cc93a1d70'}]"
Lord of Chaos,LOC,7,Chapter 28: Letters,8,334,https://library.tarvalon.net/images/thumb/1/17/Ruby_Dagger_Chapter_Icon.png/300px-Ruby_Dagger_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/1/17/Ruby_Dagger_Chapter_Icon.png/300px-Ruby_Dagger_Chapter_Icon.png', 'path': 'full/8a0c13e2da73fb8318c9bc4fab323d91ec21c5f4.jpg', 'checksum': 'b208267eb334a7da68a85d323a868b83'}]"
Lord of Chaos,LOC,7,Chapter 27: Gifts,7,333,https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png', 'path': 'full/ed0773bbe7571d3225d5936ad6e2e335beb2205c.jpg', 'checksum': '5d577e48a84d99340ee361c8057794e1'}]"
Lord of Chaos,LOC,7,Chapter 25: Like Lightning and Rain,5,331,https://library.tarvalon.net/images/thumb/7/76/Lion_Chapter_Icon.png/150px-Lion_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/7/76/Lion_Chapter_Icon.png/150px-Lion_Chapter_Icon.png', 'path': 'full/808bf5d12d03d3f70f526c171e2d11d6e60da030.jpg', 'checksum': '5e946bb89b5bcfa03bfc1c52016de9a6'}]"
Lord of Chaos,LOC,7,Chapter 26: Connecting Lines,6,332,https://library.tarvalon.net/images/thumb/9/9d/Sunburst_Chapter_Icon.png/150px-Sunburst_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/9/9d/Sunburst_Chapter_Icon.png/150px-Sunburst_Chapter_Icon.png', 'path': 'full/f7da70be5354334fc38dcea713ba45aa46e89f86.jpg', 'checksum': '106adb1cc6d2473833ffccfa9366d835'}]"
Lord of Chaos,LOC,7,Chapter 24: An Embassy,4,330,https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png', 'path': 'full/c8b3986cd2adc5925fa128283a140921d2dd1a63.jpg', 'checksum': 'b5ba643bdd95c00cb03e105ff5d758af'}]"
Lord of Chaos,LOC,7,Chapter 23: To Understand a Message,3,329,https://library.tarvalon.net/images/thumb/d/df/Serpent_Chapter_Icon.png/150px-Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/d/df/Serpent_Chapter_Icon.png/150px-Serpent_Chapter_Icon.png', 'path': 'full/f18fe973d880a534a1fa2fb31659f83bd21e9b90.jpg', 'checksum': 'c7e4109a246a86ef67ecd5cd4ac1bce3'}]"
Lord of Chaos,LOC,7,Chapter 22: Heading South,2,328,https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png', 'path': 'full/b0961f91832bbbd699eb721a0db2bfd90ea42502.jpg', 'checksum': '0bae35c5536187585aa5694f44a0baed'}]"
Lord of Chaos,LOC,7,Chapter 21: To Shadar Logoth,1,327,https://library.tarvalon.net/images/thumb/2/22/Two_Ravens_Chapter_Icon.png/360px-Two_Ravens_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/22/Two_Ravens_Chapter_Icon.png/360px-Two_Ravens_Chapter_Icon.png', 'path': 'full/64948d1f0bd23efcc568cb556226538b7ca27931.jpg', 'checksum': '096d664239cdd8d581f994fd53295e6f'}]"
Lord of Chaos,LOC,7,Chapter 19: Matters of,9,325,https://library.tarvalon.net/images/thumb/7/76/Lion_Chapter_Icon.png/150px-Lion_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/7/76/Lion_Chapter_Icon.png/150px-Lion_Chapter_Icon.png', 'path': 'full/808bf5d12d03d3f70f526c171e2d11d6e60da030.jpg', 'checksum': '5e946bb89b5bcfa03bfc1c52016de9a6'}]"
Lord of Chaos,LOC,7,Chapter 18: A Taste of Solitude,8,324,https://library.tarvalon.net/images/thumb/c/ce/Rising_Sun_Chapter_Icon.png/210px-Rising_Sun_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/c/ce/Rising_Sun_Chapter_Icon.png/210px-Rising_Sun_Chapter_Icon.png', 'path': 'full/58d82a3841c18e6c738fedb760ed23f91a88702b.jpg', 'checksum': '6417c8b13ba9d3b9f42d9f560522fd4b'}]"
Lord of Chaos,LOC,7,Chapter 20: From the,0,326,https://library.tarvalon.net/images/thumb/0/09/Trefoil_Leaf_Chapter_Icon.png/150px-Trefoil_Leaf_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/0/09/Trefoil_Leaf_Chapter_Icon.png/150px-Trefoil_Leaf_Chapter_Icon.png', 'path': 'full/f8c06d5d1c5726aeb67d41446b071803a3068eab.jpg', 'checksum': 'ef69a7a7b319a37a907005ef37ebfdee'}]"
Lord of Chaos,LOC,7,Chapter 17: The Wheel of a Life,7,323,https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png', 'path': 'full/ed0773bbe7571d3225d5936ad6e2e335beb2205c.jpg', 'checksum': '5d577e48a84d99340ee361c8057794e1'}]"
Lord of Chaos,LOC,7,Chapter 16: Tellings of the Wheel,6,322,https://library.tarvalon.net/images/thumb/d/df/Serpent_Chapter_Icon.png/150px-Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/d/df/Serpent_Chapter_Icon.png/150px-Serpent_Chapter_Icon.png', 'path': 'full/f18fe973d880a534a1fa2fb31659f83bd21e9b90.jpg', 'checksum': 'c7e4109a246a86ef67ecd5cd4ac1bce3'}]"
Lord of Chaos,LOC,7,Chapter 15: A Pile of Sand,5,321,https://library.tarvalon.net/images/thumb/a/af/Spear_and_Shield_Chapter_Icon.png/330px-Spear_and_Shield_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/a/af/Spear_and_Shield_Chapter_Icon.png/330px-Spear_and_Shield_Chapter_Icon.png', 'path': 'full/56fa5b7fe9f28141ed20ebb1d054b9e969f9343c.jpg', 'checksum': 'fb3d65c762426f0646cf090bf4805183'}]"
Lord of Chaos,LOC,7,Chapter 14: Dreams and Nightmares,4,320,https://library.tarvalon.net/images/thumb/2/23/Dream_Ter%27angreal_Chapter_Icon.png/150px-Dream_Ter%27angreal_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/23/Dream_Ter%27angreal_Chapter_Icon.png/150px-Dream_Ter%27angreal_Chapter_Icon.png', 'path': 'full/7ffad5ad5de25de0bb841f17cb40321d158cbff7.jpg', 'checksum': '56cc654336727caa44e31c7fd71ed9a0'}]"
Lord of Chaos,LOC,7,Chapter 12: Questions and Answers,2,318,https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png', 'path': 'full/c8b3986cd2adc5925fa128283a140921d2dd1a63.jpg', 'checksum': 'b5ba643bdd95c00cb03e105ff5d758af'}]"
Lord of Chaos,LOC,7,Chapter 11: Lessons and Teachers,1,317,https://library.tarvalon.net/images/thumb/3/3c/Dragon%27s_Fang_Chapter_Icon.png/150px-Dragon%27s_Fang_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3c/Dragon%27s_Fang_Chapter_Icon.png/150px-Dragon%27s_Fang_Chapter_Icon.png', 'path': 'full/e0499e6fb77d41e53a75bac8662ee87bb017e51c.jpg', 'checksum': '45b6872cbc561616e4e0f6543a4544ba'}]"
Lord of Chaos,LOC,7,Chapter 13: Under the Dust,3,319,https://library.tarvalon.net/images/thumb/d/df/Serpent_Chapter_Icon.png/150px-Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/d/df/Serpent_Chapter_Icon.png/150px-Serpent_Chapter_Icon.png', 'path': 'full/f18fe973d880a534a1fa2fb31659f83bd21e9b90.jpg', 'checksum': 'c7e4109a246a86ef67ecd5cd4ac1bce3'}]"
Lord of Chaos,LOC,7,Chapter 10: A Saying in the Borderlands,0,316,https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png', 'path': 'full/ed0773bbe7571d3225d5936ad6e2e335beb2205c.jpg', 'checksum': '5d577e48a84d99340ee361c8057794e1'}]"
Lord of Chaos,LOC,7,Chapter 9: Plans,,315,https://library.tarvalon.net/images/thumb/9/9d/Sunburst_Chapter_Icon.png/150px-Sunburst_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/9/9d/Sunburst_Chapter_Icon.png/150px-Sunburst_Chapter_Icon.png', 'path': 'full/f7da70be5354334fc38dcea713ba45aa46e89f86.jpg', 'checksum': '106adb1cc6d2473833ffccfa9366d835'}]"
Lord of Chaos,LOC,7,Chapter 8: The Storm Gathers,,314,https://library.tarvalon.net/images/thumb/b/ba/A%27dam_Chapter_Icon.png/150px-A%27dam_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/b/ba/A%27dam_Chapter_Icon.png/150px-A%27dam_Chapter_Icon.png', 'path': 'full/461ce97361b93fcfc62d9c9564a35727be8e80e4.jpg', 'checksum': '0cdf79cdf1d15eeb6441ec9dac8ce797'}]"
Lord of Chaos,LOC,7,Chapter 7: A Matter of Thought,,313,https://library.tarvalon.net/images/thumb/2/23/Dream_Ter%27angreal_Chapter_Icon.png/150px-Dream_Ter%27angreal_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/23/Dream_Ter%27angreal_Chapter_Icon.png/150px-Dream_Ter%27angreal_Chapter_Icon.png', 'path': 'full/7ffad5ad5de25de0bb841f17cb40321d158cbff7.jpg', 'checksum': '56cc654336727caa44e31c7fd71ed9a0'}]"
Lord of Chaos,LOC,7,Chapter 5: A Different Dance,,311,https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png', 'path': 'full/b0961f91832bbbd699eb721a0db2bfd90ea42502.jpg', 'checksum': '0bae35c5536187585aa5694f44a0baed'}]"
Lord of Chaos,LOC,7,Chapter 4: A Sense of Humor,,310,https://library.tarvalon.net/images/thumb/2/22/Two_Ravens_Chapter_Icon.png/360px-Two_Ravens_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/22/Two_Ravens_Chapter_Icon.png/360px-Two_Ravens_Chapter_Icon.png', 'path': 'full/64948d1f0bd23efcc568cb556226538b7ca27931.jpg', 'checksum': '096d664239cdd8d581f994fd53295e6f'}]"
Lord of Chaos,LOC,7,Chapter 6: Threads Woven of Shadow,,312,https://library.tarvalon.net/images/thumb/d/df/Serpent_Chapter_Icon.png/150px-Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/d/df/Serpent_Chapter_Icon.png/150px-Serpent_Chapter_Icon.png', 'path': 'full/f18fe973d880a534a1fa2fb31659f83bd21e9b90.jpg', 'checksum': 'c7e4109a246a86ef67ecd5cd4ac1bce3'}]"
Lord of Chaos,LOC,7,Chapter 3: A Woman's Eyes,,309,https://library.tarvalon.net/images/thumb/3/3c/Dragon%27s_Fang_Chapter_Icon.png/150px-Dragon%27s_Fang_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3c/Dragon%27s_Fang_Chapter_Icon.png/150px-Dragon%27s_Fang_Chapter_Icon.png', 'path': 'full/e0499e6fb77d41e53a75bac8662ee87bb017e51c.jpg', 'checksum': '45b6872cbc561616e4e0f6543a4544ba'}]"
Lord of Chaos,LOC,7,Chapter 2: A New Arrival,,308,https://library.tarvalon.net/images/thumb/8/86/Aes_Sedai_Symbol_Chapter_Icon.png/150px-Aes_Sedai_Symbol_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/8/86/Aes_Sedai_Symbol_Chapter_Icon.png/150px-Aes_Sedai_Symbol_Chapter_Icon.png', 'path': 'full/6d5ec470e68c0e338607ae5dc2220ac358de7543.jpg', 'checksum': 'aeb9d9459372a3533f49db497382c687'}]"
Lord of Chaos,LOC,7,Chapter 1: Lion on the Hill,,307,https://library.tarvalon.net/images/thumb/c/cb/Heron-Marked_Sword_Chapter_Icon_Square.png/150px-Heron-Marked_Sword_Chapter_Icon_Square.png,"[{'url': 'https://library.tarvalon.net/images/thumb/c/cb/Heron-Marked_Sword_Chapter_Icon_Square.png/150px-Heron-Marked_Sword_Chapter_Icon_Square.png', 'path': 'full/2a713bd881ffef9b71de880a94da798f50cc4519.jpg', 'checksum': 'be7cfe986aa19035a1e88022e5e1e435'}]"
The Fires of Heaven,TFOH,6,Chapter 55: The Threads Burn,5,304,https://library.tarvalon.net/images/thumb/8/86/Aes_Sedai_Symbol_Chapter_Icon.png/150px-Aes_Sedai_Symbol_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/8/86/Aes_Sedai_Symbol_Chapter_Icon.png/150px-Aes_Sedai_Symbol_Chapter_Icon.png', 'path': 'full/6d5ec470e68c0e338607ae5dc2220ac358de7543.jpg', 'checksum': 'aeb9d9459372a3533f49db497382c687'}]"
The Fires of Heaven,TFOH,6,Chapter 56: Glowing Embers,6,305,https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png', 'path': 'full/264340201cf4b0e32abe565233b52a6c6ff75150.jpg', 'checksum': '9d000d351e3a21d1e2e2771cc93a1d70'}]"
The Fires of Heaven,TFOH,6,Chapter 54: To Caemlyn,4,303,https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png', 'path': 'full/ed0773bbe7571d3225d5936ad6e2e335beb2205c.jpg', 'checksum': '5d577e48a84d99340ee361c8057794e1'}]"
The Fires of Heaven,TFOH,6,Chapter 53: Fading Words,3,302,https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png', 'path': 'full/c8b3986cd2adc5925fa128283a140921d2dd1a63.jpg', 'checksum': 'b5ba643bdd95c00cb03e105ff5d758af'}]"
Lord of Chaos,LOC,7,Prologue: The First Message,Prologue,306,https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/3/3e/Wheel_and_Serpent_Chapter_Icon.png/150px-Wheel_and_Serpent_Chapter_Icon.png', 'path': 'full/264340201cf4b0e32abe565233b52a6c6ff75150.jpg', 'checksum': '9d000d351e3a21d1e2e2771cc93a1d70'}]"
The Fires of Heaven,TFOH,6,Chapter 52: Choices,2,301,https://library.tarvalon.net/images/thumb/1/11/Crescent_Moon_and_Stars_Chapter_Icon.png/150px-Crescent_Moon_and_Stars_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/1/11/Crescent_Moon_and_Stars_Chapter_Icon.png/150px-Crescent_Moon_and_Stars_Chapter_Icon.png', 'path': 'full/4304e341ab3efe55d3caf3abf098df7c9344c53b.jpg', 'checksum': 'aacd69e11dfa2c380eb3936e381977b7'}]"
The Fires of Heaven,TFOH,6,"Chapter 50: To Teach, and Learn",0,299,https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/f/f8/Flame_of_Tar_Valon_Chapter_Icon.png/150px-Flame_of_Tar_Valon_Chapter_Icon.png', 'path': 'full/c8b3986cd2adc5925fa128283a140921d2dd1a63.jpg', 'checksum': 'b5ba643bdd95c00cb03e105ff5d758af'}]"
The Fires of Heaven,TFOH,6,Chapter 51: News Comes to Cairhien,1,300,https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/2/2b/Dice_Chapter_Icon.png/150px-Dice_Chapter_Icon.png', 'path': 'full/b0961f91832bbbd699eb721a0db2bfd90ea42502.jpg', 'checksum': '0bae35c5536187585aa5694f44a0baed'}]"
The Fires of Heaven,TFOH,6,Chapter 49: To Boannda,9,298,https://library.tarvalon.net/images/thumb/f/fa/Waves_Chapter_Icon.png/150px-Waves_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/f/fa/Waves_Chapter_Icon.png/150px-Waves_Chapter_Icon.png', 'path': 'full/71b1b596c5ad1e28ab8ece0e6d07e58b1a2b708f.jpg', 'checksum': 'ca4d79e90c25f2a4355bfa13b8c445db'}]"
The Fires of Heaven,TFOH,6,Chapter 48: Leavetakings,8,297,https://library.tarvalon.net/images/thumb/9/9d/Sunburst_Chapter_Icon.png/150px-Sunburst_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/9/9d/Sunburst_Chapter_Icon.png/150px-Sunburst_Chapter_Icon.png', 'path': 'full/f7da70be5354334fc38dcea713ba45aa46e89f86.jpg', 'checksum': '106adb1cc6d2473833ffccfa9366d835'}]"
The Fires of Heaven,TFOH,6,Chapter 47: The Price of a Ship,7,296,https://library.tarvalon.net/images/thumb/d/de/S%27redit_Chapter_Icon.png/150px-S%27redit_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/d/de/S%27redit_Chapter_Icon.png/150px-S%27redit_Chapter_Icon.png', 'path': 'full/7d2e1c4a94c82f037b1976752dc836ce4f105892.jpg', 'checksum': 'a6c081f5808ea6c802b82212077f357b'}]"
The Fires of Heaven,TFOH,6,"Chapter 46: Other Battles, Other Weapons",6,295,https://library.tarvalon.net/images/thumb/8/86/Aes_Sedai_Symbol_Chapter_Icon.png/150px-Aes_Sedai_Symbol_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/8/86/Aes_Sedai_Symbol_Chapter_Icon.png/150px-Aes_Sedai_Symbol_Chapter_Icon.png', 'path': 'full/6d5ec470e68c0e338607ae5dc2220ac358de7543.jpg', 'checksum': 'aeb9d9459372a3533f49db497382c687'}]"
The Fires of Heaven,TFOH,6,Chapter 44: The Lesser Sadness,4,293,https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png,"[{'url': 'https://library.tarvalon.net/images/thumb/5/58/Dragon_Chapter_Icon.png/300px-Dragon_Chapter_Icon.png', 'path': 'full/ed0773bbe7571d3225d5936ad6e2e335beb2205c.jpg', 'checksum': '5d577e48a84d99340ee361c8057794e1'}]"
